study,questionnaire,answer_list,value,label_de,label
soep-is,soep-is-2015,682+,2,Spilt 2,Split 2
soep-is,soep-is-2015,683+16,1,1.500 bis unter 2.000 Euro,"1,500 up to less than 2,000 euros"
soep-is,soep-is-2015,683+16,2,2.000 bis unter 2.500 Euro,2.000 up to less than 2.500 euros
soep-is,soep-is-2015,683+16,3,2.500 bis unter 3.000 Euro,2.500 up to less than 3.000 euros
soep-is,soep-is-2015,683+16,4,3.000 bis unter 3.500 Euro,3.000 up to less than 3.500 euros
soep-is,soep-is-2015,683+16,5,3.500 bis unter 4.000 Euro,"3,500 up to less than 4,000 euros"
soep-is,soep-is-2015,683+16,6,4.000 bis unter 4.500 Euro,"4,000 up to less than 4,500 euros"
soep-is,soep-is-2015,683+16,7,4.500 bis unter 5.000 Euro,"4,500 up to less than 5,000 euros"
soep-is,soep-is-2015,683+16,8,5.000 bis unter 7.000 Euro,"5,000 up to less than 7,000 euros"
soep-is,soep-is-2015,683+16,9,7.000 bis unter 10.000 Euro,"7,000 up to less than 10,0000 euros"
soep-is,soep-is-2015,683+16,10,10.0000 Euro und mehr,"10,000 euros and more"
soep-is,soep-is-2015,683+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,684+16,1,Niedriger als 5000 Euro,less than 5.000 euros
soep-is,soep-is-2015,684+16,2,Höher als 5000 Euro,more than 5.000 euros
soep-is,soep-is-2015,684+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,685+16,1,"Ja, zur Vermögensbildung ","Yes, for asset formation"
soep-is,soep-is-2015,685+16,2,"Ja, zum vorsorglichen Sparen","Yes, for precautionary saving"
soep-is,soep-is-2015,685+16,3,Nein,No
soep-is,soep-is-2015,685+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,686+16,1,Einnahmen und Ausgaben waren gleich hoch,Income on a level with expenditures
soep-is,soep-is-2015,686+16,2,Einnahmen waren höher als die Ausgaben. Es konnten Ersparnisse gebildet werden,Income was higher than expenditures. I was able to put away savings.
soep-is,soep-is-2015,686+16,3,Ausgaben waren höher als die Einnahmen. Es entstand ein Fehlbetrag,Expenditures were higher than income. There was a deficit.
soep-is,soep-is-2015,686+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,687+16,1,Offen,Not clear yet
soep-is,soep-is-2015,687+16,2,Weiß nicht,Don't know
soep-is,soep-is-2015,687+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,688+16,1,Aufnahme von Schulden,Going into debt
soep-is,soep-is-2015,688+16,2,Verbrauch vorhandener Ersparnisse,Using savings
soep-is,soep-is-2015,688+16,3,Beides,Both
soep-is,soep-is-2015,688+16,4,Weiß nicht,Don't know
soep-is,soep-is-2015,688+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,689+16,4,"Ja, Pflegestufe 0 ","Yes, care level 0"
soep-is,soep-is-2015,689+16,1,"Ja, Pflegestufe 1 ","Yes, care level 1"
soep-is,soep-is-2015,689+16,2,"Ja, Pflegestufe 2 ","Yes, care level 2"
soep-is,soep-is-2015,689+16,3,"Ja, Pflegestufe 3 ","Yes, care level 3"
soep-is,soep-is-2015,689+16,5,Nein,No
soep-is,soep-is-2015,689+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,690+16,1,Männlich,Male
soep-is,soep-is-2015,690+16,2,Weiblich,Female
soep-is,soep-is-2015,690+16,3,Weiß nicht,Don't know
soep-is,soep-is-2015,690+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,691+16,1,Deutsch,German
soep-is,soep-is-2015,691+16,2,Nicht Deutsch,Not German
soep-is,soep-is-2015,691+16,3,Weiß nicht,Don't know
soep-is,soep-is-2015,691+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,692+16,1,Gleiche Antworten bei A und B,Same answer for A and B
soep-is,soep-is-2015,692+16,2,Unterschiedliche Antworten bei A und B,Different answers for A and B
soep-is,soep-is-2015,692+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,693+16,1,Stimme überhaupt nicht zu 1,Do not agree at all 1
soep-is,soep-is-2015,693+16,2,2,2
soep-is,soep-is-2015,693+16,3,3,3
soep-is,soep-is-2015,693+16,4,4,4
soep-is,soep-is-2015,693+16,5,5,5
soep-is,soep-is-2015,693+16,6,6,6
soep-is,soep-is-2015,693+16,7,Stimme voll zu 7,Completely agree 7
soep-is,soep-is-2015,693+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,694+16,1,Trifft überhaupt nicht zu,Does not apply at all
soep-is,soep-is-2015,694+16,2,2,2
soep-is,soep-is-2015,694+16,3,3,3
soep-is,soep-is-2015,694+16,4,4,4
soep-is,soep-is-2015,694+16,5,5,5
soep-is,soep-is-2015,694+16,6,6,6
soep-is,soep-is-2015,694+16,7,Trifft voll zu,Fully applies
soep-is,soep-is-2015,694+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,695+16,1,Trifft überhaupt nicht zu,Does not apply at all
soep-is,soep-is-2015,695+16,2,2,2
soep-is,soep-is-2015,695+16,3,3,3
soep-is,soep-is-2015,695+16,4,4,4
soep-is,soep-is-2015,695+16,5,5,5
soep-is,soep-is-2015,695+16,6,Trifft vollkommen zu,Fully applies
soep-is,soep-is-2015,695+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,696+16,1,Trifft überhaupt nicht zu 1,Does not apply at all 1
soep-is,soep-is-2015,696+16,2,2,2
soep-is,soep-is-2015,696+16,3,3,3
soep-is,soep-is-2015,696+16,4,4,4
soep-is,soep-is-2015,696+16,5,Trifft voll zu,Fully applies 5
soep-is,soep-is-2015,696+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,697+,1,Nie,Never
soep-is,soep-is-2015,697+,2,Selten,Rarely
soep-is,soep-is-2015,697+,3,Gelegentlich,Occasionally
soep-is,soep-is-2015,697+,4,Relativ häufig,Relatively often
soep-is,soep-is-2015,697+,5,Häufig,Often
soep-is,soep-is-2015,697+,6,Regelmässig,Regularly
soep-is,soep-is-2015,697+,7,Immer,Always
soep-is,soep-is-2015,697+,8,Keine Angabe,No Answer
soep-is,soep-is-2015,698+,1,Jede Woche,At least once a week
soep-is,soep-is-2015,698+,2,Jeden Monat,At least once a month
soep-is,soep-is-2015,698+,3,Seltener,Less often
soep-is,soep-is-2015,698+,4,Nie,Never
soep-is,soep-is-2015,698+,5,Keine Angabe,No Answer
soep-is,soep-is-2015,699+16,1,ja,Yes
soep-is,soep-is-2015,699+16,2,nein,No
soep-is,soep-is-2015,699+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,700+16,1,Im Verein,In a club
soep-is,soep-is-2015,700+16,2,Im Betrieb,within the company
soep-is,soep-is-2015,700+16,3,Bei kommerziellen Sportanbietern (z.B. Fitnessstudios),At commercial sports providers (e.g. gyms)
soep-is,soep-is-2015,700+16,4,In anderen Organisationen (z.B. Volkshochschule),In other organizations (e.g. adult education center)
soep-is,soep-is-2015,700+16,5,"Gemeinsam mit anderen, nicht in einer Organisation ","Together with others, but not in an organization"
soep-is,soep-is-2015,700+16,6,"Für mich allein, nicht in einer Organisation ","Just for me alone, not in an organisation"
soep-is,soep-is-2015,700+16,7,Sonstiges,Other
soep-is,soep-is-2015,700+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,701+16,1,Trifft überhaupt nicht zu 1,Does not apply at all 1
soep-is,soep-is-2015,701+16,2,2,2
soep-is,soep-is-2015,701+16,3,3,3
soep-is,soep-is-2015,701+16,4,4,4
soep-is,soep-is-2015,701+16,5,5,5
soep-is,soep-is-2015,701+16,6,6,6
soep-is,soep-is-2015,701+16,7,Trifft voll zu 7,Applies completely 7
soep-is,soep-is-2015,701+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,702+16,1,"Sportart, und zwar","sport, namely"
soep-is,soep-is-2015,702+16,2,Ich habe außerhalb der Schule keine weitere Sportart regelmäßig ausgeübt,I did not do any sport regularly beside sport in school
soep-is,soep-is-2015,702+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,704+,0,ganz links 0,entirely left 0
soep-is,soep-is-2015,704+,1,,
soep-is,soep-is-2015,704+,2,,
soep-is,soep-is-2015,704+,3,,
soep-is,soep-is-2015,704+,4,,
soep-is,soep-is-2015,704+,5,,
soep-is,soep-is-2015,704+,6,,
soep-is,soep-is-2015,704+,7,,
soep-is,soep-is-2015,704+,8,,
soep-is,soep-is-2015,704+,9,,
soep-is,soep-is-2015,704+,10,ganz rechts 10,entirely right 10
soep-is,soep-is-2015,704+,11,keine Angabe,No Answer
soep-is,soep-is-2015,705+,1,Große Sorgen,Very concerned
soep-is,soep-is-2015,705+,2,Einige Sorgen,Somewhat concerned
soep-is,soep-is-2015,705+,3,Keine Sorgen,Not concerned at all
soep-is,soep-is-2015,705+,4,Keine Angabe,No Answer
soep-is,soep-is-2015,706+16,1,Stimme überhaupt nicht zu,Do not agree at all
soep-is,soep-is-2015,706+16,2,,
soep-is,soep-is-2015,706+16,3,,
soep-is,soep-is-2015,706+16,4,,
soep-is,soep-is-2015,706+16,5,,
soep-is,soep-is-2015,706+16,6,,
soep-is,soep-is-2015,706+16,7,Stimme voll und ganz zu,Fully agree
soep-is,soep-is-2015,706+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,707+16,1,Sehr sicher,Very certain
soep-is,soep-is-2015,707+16,2,Eher sicher,Rather certain
soep-is,soep-is-2015,707+16,3,Eher unsicher,Rather uncertain
soep-is,soep-is-2015,707+16,4,Sehr unsicher,Very uncertain
soep-is,soep-is-2015,707+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,708+16,1,"Verheiratet, mit Ehepartner zusammenlebend","Married, living together with my spouse"
soep-is,soep-is-2015,708+16,6,"Eingetragene, gleichgeschlechtliche Partnerschaft zusammenlebend","Registered same-sex partnership, living together"
soep-is,soep-is-2015,708+16,2,"Verheiratet, dauernd getrennt lebend","Married, living permanently separated"
soep-is,soep-is-2015,708+16,7,Eingetragene gleichgeschlechtliche Partnerschaft getrennt lebend,"Registered same-sex partnership, living separately"
soep-is,soep-is-2015,708+16,3,"Ledig, war nie verheiratet","Unmarried, I was never married"
soep-is,soep-is-2015,708+16,4,"Geschieden / eingetragene, gleichgeschlechtliche Partnerschaft aufgehoben",Divorced / registered same-sex partnership annulled
soep-is,soep-is-2015,708+16,5,"Verwitwet / Lebenspartner/-in aus eingetragener, gleichgeschlechtlicher Partnerschaft verstorben",Widowed / life partner from registered same-sex partnership deceased
soep-is,soep-is-2015,708+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,709+16,1,"Ja, ich bin mit diesem Partner/dieser Partnerin verheiratet ","Yes, I'm married to this partner"
soep-is,soep-is-2015,709+16,2,"Ja, ich lebe mit diesem Partner/dieser Partnerin in einer eingetragenen gleichgeschlechtlichen Partnerschaft ","Yes, I live with this partner in a registered same-sex partnership"
soep-is,soep-is-2015,709+16,3,Nein,No
soep-is,soep-is-2015,709+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,710+16,1,"Ja, war mit diesem Partner/dieser Partnerin verheiratet ","Yes, I was married to this partner"
soep-is,soep-is-2015,710+16,2,"Ja, ich lebte damals mit diesem Partner/dieser Partnerin in einer eingetragenen gleichgeschlechtlichen Partnerschaft ","Yes, I lived with this partner in a registered same-sex partnership"
soep-is,soep-is-2015,710+16,3,Nein,No
soep-is,soep-is-2015,710+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,711+16,1,Es wäre sehr einfach möglich.,This would be easily possible.
soep-is,soep-is-2015,711+16,2,Es wäre ziemlich gut möglich.,This would be possible pretty well.
soep-is,soep-is-2015,711+16,3,Es würde ziemliche Schwierigkeiten bereiten.,This would rather cause difficulties.
soep-is,soep-is-2015,711+16,4,Es ist nahezu unmöglich.,This is almost impossible.
soep-is,soep-is-2015,711+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,712+16,1,Ich wünsche es mir sehr.,I would like this very much.
soep-is,soep-is-2015,712+16,2,Ich wünsche es mir ein wenig.,I would like this somewhat.
soep-is,soep-is-2015,712+16,3,Ich wünsche es mir eher nicht.,I rather dislike this.
soep-is,soep-is-2015,712+16,4,Ich wünsche es mir gar nicht.,I dislike this completely.
soep-is,soep-is-2015,712+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,713+16,1,"In der DDR, einschließlich Ostberlin ","In East Germany (German Democratic Republic), including East-Berlin"
soep-is,soep-is-2015,713+16,2,"In der Bundesrepublik, einschließlich Westberlin ","In West Germany, including West-Berlin"
soep-is,soep-is-2015,713+16,3,In einem anderen Land,In another country
soep-is,soep-is-2015,713+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,714+,1,Fragen zum Kind (erneut) beantworten,Answer questions about child
soep-is,soep-is-2015,714+,2,Fragen zum Kind überspringen,Skip questions about child
soep-is,soep-is-2015,715+16,1,Trifft überhaupt nicht zu,Does not apply at all
soep-is,soep-is-2015,715+16,2,,
soep-is,soep-is-2015,715+16,3,,
soep-is,soep-is-2015,715+16,4,,
soep-is,soep-is-2015,715+16,5,,
soep-is,soep-is-2015,715+16,6,,
soep-is,soep-is-2015,715+16,7,Trifft voll und ganz zu,Fully applies
soep-is,soep-is-2015,715+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,716+16,0,Besucht keine Schule,Does not attend school
soep-is,soep-is-2015,716+16,1,Grundschule (inkl. Förderstufe),Elementary school (including advancement level)
soep-is,soep-is-2015,716+16,2,Hauptschule,Lower secondary school (Hauptschule)
soep-is,soep-is-2015,716+16,3,Realschule,Intermediate school (Realschule)
soep-is,soep-is-2015,716+16,4,Gesamtschule,Comprehensive school (Gesamtschule)
soep-is,soep-is-2015,716+16,5,Gymnasium,Upper secondary school (Gymnasium)
soep-is,soep-is-2015,716+16,6,"Schule mit einem speziellen pädagogischen Konzept, z.B. Montessori, Waldorf ","School with special pedagogical concept, e.g. Montessori, Waldorf"
soep-is,soep-is-2015,716+16,7,"Förderschule, Sonderschule, Sprachheilschule ",special school for handicapped children
soep-is,soep-is-2015,716+16,8,Berufsschule,Vocational school (Berufsschule)
soep-is,soep-is-2015,716+16,9,sonstige Schule,Other type of school
soep-is,soep-is-2015,716+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,717+16,1,Trifft überhaupt nicht zu,Does not apply at all
soep-is,soep-is-2015,717+16,2,,
soep-is,soep-is-2015,717+16,3,,
soep-is,soep-is-2015,717+16,4,,
soep-is,soep-is-2015,717+16,5,,
soep-is,soep-is-2015,717+16,6,,
soep-is,soep-is-2015,717+16,7,Trifft voll zu,Fully applies
soep-is,soep-is-2015,717+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,718+,1,ist eher gesprächig,… talkative
soep-is,soep-is-2015,718+,2,,
soep-is,soep-is-2015,718+,3,,
soep-is,soep-is-2015,718+,4,,
soep-is,soep-is-2015,718+,5,,
soep-is,soep-is-2015,718+,6,,
soep-is,soep-is-2015,718+,7,,
soep-is,soep-is-2015,718+,8,,
soep-is,soep-is-2015,718+,9,,
soep-is,soep-is-2015,718+,10,,
soep-is,soep-is-2015,718+,11,ist eher still,… quiet
soep-is,soep-is-2015,719+,1,ist unordentlich,is messy
soep-is,soep-is-2015,719+,2,,
soep-is,soep-is-2015,719+,3,,
soep-is,soep-is-2015,719+,4,,
soep-is,soep-is-2015,719+,5,,
soep-is,soep-is-2015,719+,6,,
soep-is,soep-is-2015,719+,7,,
soep-is,soep-is-2015,719+,8,,
soep-is,soep-is-2015,719+,9,,
soep-is,soep-is-2015,719+,10,,
soep-is,soep-is-2015,719+,11,ist ordentlich,is neat
soep-is,soep-is-2015,720+,1,ist gutmütig,… good-natured
soep-is,soep-is-2015,720+,2,,
soep-is,soep-is-2015,720+,3,,
soep-is,soep-is-2015,720+,4,,
soep-is,soep-is-2015,720+,5,,
soep-is,soep-is-2015,720+,6,,
soep-is,soep-is-2015,720+,7,,
soep-is,soep-is-2015,720+,8,,
soep-is,soep-is-2015,720+,9,,
soep-is,soep-is-2015,720+,10,,
soep-is,soep-is-2015,720+,11,ist leicht reizbar,… easily upset
soep-is,soep-is-2015,721+,1,ist wenig interressiert,is less interested
soep-is,soep-is-2015,721+,2,,
soep-is,soep-is-2015,721+,3,,
soep-is,soep-is-2015,721+,4,,
soep-is,soep-is-2015,721+,5,,
soep-is,soep-is-2015,721+,6,,
soep-is,soep-is-2015,721+,7,,
soep-is,soep-is-2015,721+,8,,
soep-is,soep-is-2015,721+,9,,
soep-is,soep-is-2015,721+,10,,
soep-is,soep-is-2015,721+,11,ist wissensdurstig,is curious to learn
soep-is,soep-is-2015,722+,1,hat Selbstvertrauen,… self-confident
soep-is,soep-is-2015,722+,2,,
soep-is,soep-is-2015,722+,3,,
soep-is,soep-is-2015,722+,4,,
soep-is,soep-is-2015,722+,5,,
soep-is,soep-is-2015,722+,6,,
soep-is,soep-is-2015,722+,7,,
soep-is,soep-is-2015,722+,8,,
soep-is,soep-is-2015,722+,9,,
soep-is,soep-is-2015,722+,10,,
soep-is,soep-is-2015,722+,11,ist unsicher,… insecure
soep-is,soep-is-2015,723+,1,ist zurückgezogen,… introverted
soep-is,soep-is-2015,723+,2,,
soep-is,soep-is-2015,723+,3,,
soep-is,soep-is-2015,723+,4,,
soep-is,soep-is-2015,723+,5,,
soep-is,soep-is-2015,723+,6,,
soep-is,soep-is-2015,723+,7,,
soep-is,soep-is-2015,723+,8,,
soep-is,soep-is-2015,723+,9,,
soep-is,soep-is-2015,723+,10,,
soep-is,soep-is-2015,723+,11,ist kontaktfreudig,… outgoing
soep-is,soep-is-2015,724+,1,ist konzentriert,… focused
soep-is,soep-is-2015,724+,2,,
soep-is,soep-is-2015,724+,3,,
soep-is,soep-is-2015,724+,4,,
soep-is,soep-is-2015,724+,5,,
soep-is,soep-is-2015,724+,6,,
soep-is,soep-is-2015,724+,7,,
soep-is,soep-is-2015,724+,8,,
soep-is,soep-is-2015,724+,9,,
soep-is,soep-is-2015,724+,10,,
soep-is,soep-is-2015,724+,11,ist leicht ablenkbar,… easily distracted
soep-is,soep-is-2015,725+,1,ist trotzig,… disobedient
soep-is,soep-is-2015,725+,2,,
soep-is,soep-is-2015,725+,3,,
soep-is,soep-is-2015,725+,4,,
soep-is,soep-is-2015,725+,5,,
soep-is,soep-is-2015,725+,6,,
soep-is,soep-is-2015,725+,7,,
soep-is,soep-is-2015,725+,8,,
soep-is,soep-is-2015,725+,9,,
soep-is,soep-is-2015,725+,10,,
soep-is,soep-is-2015,725+,11,ist folgsam,… obedient
soep-is,soep-is-2015,726+,1,begreift schnell,… quick at learning new things
soep-is,soep-is-2015,726+,2,,
soep-is,soep-is-2015,726+,3,,
soep-is,soep-is-2015,726+,4,,
soep-is,soep-is-2015,726+,5,,
soep-is,soep-is-2015,726+,6,,
soep-is,soep-is-2015,726+,7,,
soep-is,soep-is-2015,726+,8,,
soep-is,soep-is-2015,726+,9,,
soep-is,soep-is-2015,726+,10,,
soep-is,soep-is-2015,726+,11,braucht mehr Zeit,… needs more time
soep-is,soep-is-2015,727+,1,ist ängstlich,… timid
soep-is,soep-is-2015,727+,2,,
soep-is,soep-is-2015,727+,3,,
soep-is,soep-is-2015,727+,4,,
soep-is,soep-is-2015,727+,5,,
soep-is,soep-is-2015,727+,6,,
soep-is,soep-is-2015,727+,7,,
soep-is,soep-is-2015,727+,8,,
soep-is,soep-is-2015,727+,9,,
soep-is,soep-is-2015,727+,10,,
soep-is,soep-is-2015,727+,11,ist unängstlich,… fearless
soep-is,soep-is-2015,728+16,1,überhaupt nicht 1,Does not fit at all 1
soep-is,soep-is-2015,728+16,2,,
soep-is,soep-is-2015,728+16,3,,
soep-is,soep-is-2015,728+16,4,,
soep-is,soep-is-2015,728+16,5,,
soep-is,soep-is-2015,728+16,6,,
soep-is,soep-is-2015,728+16,7,voll und ganz 7,Does fully fit 7
soep-is,soep-is-2015,728+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,729+16,1,ausgeschlossen 1,impossible 1
soep-is,soep-is-2015,729+16,2,,
soep-is,soep-is-2015,729+16,3,,
soep-is,soep-is-2015,729+16,4,,
soep-is,soep-is-2015,729+16,5,,
soep-is,soep-is-2015,729+16,6,,
soep-is,soep-is-2015,729+16,7,ganz sicher 7,absolutely sure 7
soep-is,soep-is-2015,729+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,730+16,1,Allgemeinbildender Schulabschluss,General-Education school leaving certificate
soep-is,soep-is-2015,730+16,2,Hochschulabschluss,Higher education degree
soep-is,soep-is-2015,730+16,3,Beruflicher Bildungsabschluss,Vocational degree
soep-is,soep-is-2015,730+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,731+16,1,Hauptschulabschluss,"Lower secondary school leaving certificate (""Hauptschulabschluss"")"
soep-is,soep-is-2015,731+16,2,Mittlerer Schulabschluss (z.B. Realschulabschluss),General certificate of secondary education (e.g. Realschulabschluss)
soep-is,soep-is-2015,731+16,3,Fachhochschulreife (Abschluss Fachoberschule),Specialized upper secondary school leaving certificate (Fachoberschule)
soep-is,soep-is-2015,731+16,4,Abitur (Hochschulreife),"Upper secondary leaving certificate with higher education entrance qualification (""Abitur"")"
soep-is,soep-is-2015,731+16,5,Anderer Schulabschluss,Other school leaving certificate
soep-is,soep-is-2015,731+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,732+16,4,Duale Hochschulreife / Berufsakademie,alternance / college of advanced vocational studies
soep-is,soep-is-2015,732+16,1,Fachhochschule,Specialized college of higher education
soep-is,soep-is-2015,732+16,5,sonstige Hochschule (z.B. Kunst oder Musikhochschule),"Other University, e.g. art academy or conservatoire"
soep-is,soep-is-2015,732+16,2,Universität / Technische Hochschule,University / technical university
soep-is,soep-is-2015,732+16,3,Promotion / Habilitation,"Doctorate, PhD / postdoctoral dissertation"
soep-is,soep-is-2015,732+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,733+16,1,Ja,Yes
soep-is,soep-is-2015,733+16,2,"Nein, noch keinen Abschluss, gehe noch zur Schule ","No, I have not graduated yet, I am still going to school"
soep-is,soep-is-2015,733+16,3,"Nein, Schule ohne Abschluss verlassen ","No, I left school without graduation"
soep-is,soep-is-2015,733+16,-1,Keine Angabe,No answer
soep-is,soep-is-2015,734+16,2,Volksschul-/ Hauptschulabschluss,Lower secondary school leaving certificate (Volksschulabschluss / Hauptschulabschluss)
soep-is,soep-is-2015,734+16,3,Mittlerer Schulabschluss (z.B. Realschulabschluss),General certificate of secondary education (e.g. Realschulabschluss)
soep-is,soep-is-2015,734+16,4,Fachhochschulreife (Abschluss Fachoberschule),Specialized upper secondary school leaving certificate (Fachoberschule)
soep-is,soep-is-2015,734+16,5,Abitur (Hochschulreife),Upper secondary leaving certificate with higher education entrance qualification (Abitur)
soep-is,soep-is-2015,734+16,6,Anderer Schulabschluss,Other school leaving certificate
soep-is,soep-is-2015,734+16,-1,Keine Angabe,No answer
