study,questionnaire,question,item,template.id,text_de,instruction_de,text,instruction,scale,answer_list,range,concept,filter,goto,description,scripternotes,number,old.template.id,dataset,var_fix
soep-is,soep-is-2016-f,Q334,,9932,Wie häufig sind Sie von 2006 bis heute arbeitslos gewesen?,,How often have you been unemployed since 2006 to this day?,,txt,,,,,,,,,,,
soep-is,soep-is-2016-f,Q334,lal10b,9932,mal,,times,,int,,,lal10b,,,,,,,,
soep-is,soep-is-2016-f,Q335,lalo,,Sind Sie zur Zeit beim Arbeitsamt arbeitslos gemeldet?,,"Are you registered as unemployed at the Employment Office (""Arbeitsamt"")?",,cat,1+41,,lalo,,,,,,,,
soep-is,soep-is-2016-f,Q336,,9933,Wenn Sie einmal alle diese Zeiten der Arbeitslosigkeit bis heute zusammenzählen: Wie viele Monaten wären Sie seid 2006 alles in allem arbeitslos?,,"If you add up all your periods of unemployment up to the present day, how many months are you unemployed between 2006 and today altogether?",,txt,,,,,,,,,,,
soep-is,soep-is-2016-f,Q336,lal10c,9933,Monate,,Months,,int,,,lal10c,,,,,,,,
soep-is,soep-is-2016-f,Q337,,,"In wie vielen Stellen beziehungsweise bei wie vielen Arbeitgebern waren Sie in den letzten 10 Jahren, also seit Anfang 2006, beschäftigt?","Wenn Sie heute berufstätig sind, zählen Sie Ihre heutige Stelle bitte mit.",How many jobs or employers have you had in the last 10 years since the beginning of 2006?,"If you are employed currently, count this job as well, please.",txt,,,,,,,,,,,
soep-is,soep-is-2016-f,Q337,lbesch10,,Anzahl Arbeitgeber/Stellen und zwar:,,Number of employers/jobs namely:,,int,,,lbesch10,,,,,,,,
soep-is,soep-is-2016-f,Q337,lbesch10n=1,,"Trifft nicht zu, war nur als Selbständiger tätig",,"Does not apply, I have only been self-employed",,bin,,,lbesch10n=1,,,,,,,,
soep-is,soep-is-2016-f,Q337,lbesch10n=2,,"Trifft nicht zu, war überhaupt nicht erwerbstätig",,"Does not apply, I have not been employed at all",,bin,,,lbesch10n=2,,,,,,,,
soep-is,soep-is-2016-f,Q338,,8823,"Sind Sie nach dem 31. Dezember 2014 aus einer beruflichen Tätigkeit beziehungsweise einer Stelle, die Sie vorher gehabt haben, ausgeschieden?","Hier ist auch Beurlaubung, Mutterschutz oder Elternzeit gemeint!","Did you resign from a professional activity or a job after December 31, 2014, which you had before this date?",This includes leave of absence (Beurlaubung) / maternity leave / parental leave!,cat,1+16,,pend1,,,,,,,,
soep-is,soep-is-2016-f,Q339,,,"Wann haben Sie bei dieser Stelle aufgehört zu arbeiten?

Wenn Sie seit Dezember 2014 aus mehreren Stellen ausgeschieden sind, beziehen Sie sich bitte auf die letzte Stelle.","Befragungsmonat ist [Monat] / [Jahr], Angabe darf kein späteres Datum ergeben!","When did you stop working in this employment?

If you ceased to work in several employments since December 2014, please just refer to your last employment.","Survey month is [display current month] / [2016], no specification shall result in a later date!",txt,,,,,,,,,,,
soep-is,soep-is-2016-f,Q339,pend2,,"2015, im Monat",,"2015, in the month",,int,,,pend2,,,,,,,,
soep-is,soep-is-2016-f,Q339,pend3,,"2016, im Monat",,"2016, in the month",,int,,,pend3,,,,,,,,
soep-is,soep-is-2016-f,Q340,perw,9936,"Üben Sie derzeit eine Erwerbstätigkeit aus? Was trifft für Sie zu?

Rentner oder Personen im Bundesfreiwilligendienst, die zusätzlich eine Erwerbstätigkeit ausüben, geben hier bitte die Erwerbstätigkeit an.",Bitte Liste 340 vorlegen!,"Do you currently practice an employment? What applies to your case?

Please indicate your employment if you are a retiree or a person working in the federal volunteer service and in addition practice an employment.",Please show list 340!,cat,Q340,,perw,,,,,,,,
soep-is,soep-is-2016-f,Q341,paz12,569,"Ist das eine Teilzeitbeschäftigung nach dem Gesetz zur Elternteilzeit (nach Bundeselterngeld- und Elternzeitgesetz, BEEG)?",,Is this part-time employment provided for under the Federal Child-Raising Allowance Act (Bundeserziehungsgeldgesetz)?,,cat,1+16,,paz12,,,,,,,,
soep-is,soep-is-2016-f,Q342,pbefr2,1875,"Handelt es sich um eine ABM-Stelle oder eine gemeinnützige Arbeit, also einen sogenannten 1-Euro-Job?",,Is the job part of a job-creation measure (ABM) or is it a so-called 1-Euro Job (community work)?,,cat,511+16,,pbefr2,,,,,,,,
soep-is,soep-is-2016-f,Q343,paz11,1876,Ist das eine geringfügige Beschäftigung nach der 450- bzw. 850-Euro-Regelung (Mini- bzw. Midi-Job)?,,Is the job marginal part-time work in accordance with the 400/800-euro rule (Mini-Job / Midi-Job)?,,cat,512+16,,paz11,,,,,,,,
soep-is,soep-is-2016-f,Q344,pt01,9937,Leisten Sie zu Ihrem Mini-Job die freiwillige Beitragsaufstockung zur Rentenversicherung?,,Are you voluntarily paying into the state pension scheme?,,cat,1+16,,pt01,,,,,,,,
soep-is,soep-is-2016-f,Q345,,572,In welchem Jahr sind Sie zuletzt erwerbstätig gewesen?,,What was the last year in which you were employed?,,txt,,,,,,,,,,,
soep-is,soep-is-2016-f,Q345,lend,572,Jahr,,Year,,int,,,lend,,,,,,,,
soep-is,soep-is-2016-f,Q345,l1no,572,"Trifft nicht zu, war nie erwerbstätig 
",,"Does not apply, I have never been employed",,bin,,,l1no,,,,,,,,
soep-is,soep-is-2016-f,Q346,lstd,3138,"Waren Sie zuletzt voll berufstätig, teilzeitbeschäftigt oder geringfügig beziehungsweise unregelmäßig erwerbstätig?",,"In your last job, have you been employed full-time, part-time, or in marginal or irregular employment?",,cat,740+16,,lstd,,,,,,,,
soep-is,soep-is-2016-f,Q347,loed,8828,"Gehörte der Betrieb, in dem Sie zuletzt arbeiteten, zum öffentlichen Dienst?",,Does the company in which you were employed last belong to the public sector?,,cat,1+16,,loed,,,,,,,,
soep-is,soep-is-2016-f,Q348,lbra,580,In welchem Wirtschaftszweig oder welcher Branche beziehungsweise welchem Dienstleistungsbereich ist das Unternehmen beziehungsweise die Einrichtung überwiegend tätig?,"Bitte geben Sie die genaue Bezeichnung an, z.B. nicht ""Industrie"", sondern ""Elektroindustrie""; nicht ""Handel"", sondern ""Einzelhandel""; nicht ""öffentlicher Dienst"", sondern ""Krankenhaus"".",In which branch of business or industry is your company or institution active for the most part?,"Please state the branch as exactly as possible, for example, not ""industry"", but ""electronics industry""; not ""trade"", but ""retail trade""; not ""public service"", but ""hospital"".",chr,,,lbra,,,,,,,,
soep-is,soep-is-2016-f,Q349,lstell,9938,"In welcher beruflichen Stellung waren Sie zuletzt beschäftigt?

Wenn Sie mehr als eine berufliche Tätigkeit ausüben, beantworten Sie die folgenden Fragen bitte nur für Ihre Haupttätigkeit.",Bitte Liste 349 vorlegen!,"What is the occupational status in which you were employed at last? If you were employed in more than one occupation, please answer the following questions for your former main occupation only.",Please show list 349!,cat,2042+16,,lstell,,,,,,,,
soep-is,soep-is-2016-f,Q350,larb,8831,In welcher beruflichen Stellung waren Sie zuletzt beschäftigt?,Liste 349 liegt vor!,What is the occupational status in which you were employed at last?,List 349 is available!,cat,74+16,,larb,,,,,,,,
soep-is,soep-is-2016-f,Q351,lsst_xx,,Was für eine Selbständigkeit war das bei Ihrer letzten Tätigkeit?,Liste 349 liegt vor!,What kind of self-employment was your last occupation about?,List 349 is available!,cat,187+16,,lsst_xx,,,,,,,,
soep-is,soep-is-2016-f,Q352,lsst__1_2_3,594,Bitte benennen Sie die Anzahl Ihrer Mitarbeiter und Angestellten.,,Please specify the number of your employees and staff.,,cat,188+16,,lsst__1_2_3,,,,,,,,
soep-is,soep-is-2016-f,Q353,lazubi,9940,Waren Sie zuletzt Beschäftigt als…?,Liste 349 liegt vor!,Have you recently worked as ...?,List 349 is available!,cat,658+16,,lazubi,,,,,,,,
soep-is,soep-is-2016-f,Q354,lang,9941,In welcher beruflichen Stellung waren Sie zuletzt als Angestellter beschäftigt?,Liste 349 liegt vor!,What is the occupational status in which you were employed at last as a white-collar worker?,List 349 is available!,cat,2277+16,,lang,,,,,,,,
soep-is,soep-is-2016-f,Q355,lamt,8836,In welcher beruflichen Stellung waren Sie zuletzt als Beamter beschäftigt?,Liste 349 liegt vor!,What is the occupational status in which you were employed at last as a civil servant?,List 349 is available!,cat,79+16,,lamt,,,,,,,,
soep-is,soep-is-2016-f,Q356,pnerw02,9942,"Beabsichtigen Sie, in der Zukunft eine Erwerbstätigkeit aufzunehmen?",,Do you intend to engage in paid employment in the future?,,cat,80+16,,pnerw02,,,,,,,,
soep-is,soep-is-2016-f,Q357,pnerw10,261,Haben Sie innerhalb der letzten vier Wochen aktiv nach einer Stelle gesucht?,,Have you actively looked for work within the last four weeks?,,cat,1+41,,pnerw10,,,,,,,,
soep-is,soep-is-2016-f,Q358,pnerw09,262,"Wenn man Ihnen jetzt eine passende Stelle anbieten würde, könnten Sie dann innerhalb der nächsten zwei Wochen anfangen zu arbeiten?",,"If someone offered you an appropriate position right now, could you start working within the next two weeks?",,cat,1+41,,pnerw09,,,,,,,,
soep-is,soep-is-2016-f,Q359,pwexl1,9943,Haben Sie nach dem 31. Dezember 2014 die Stelle gewechselt oder eine Arbeit neu aufgenommen?,"Bitte beachten Sie:
Auch wenn Sie nach einer Unterbrechung z.b. Mutterschutz / Elternzeit Ihre Arbeit bei Ihrem früheren Arbeitgeber wieder aufgenommen haben beantworten Sie diese Frage bitte mit „Ja“.","Did you change your job or start a new one after December 31, 2014?","Please note: Please answer also “Yes”, if you restarted again your former job after a break due to e.g. maternity protection / parental leave",cat,1+16,,pwexl1,,,,,,,,
soep-is,soep-is-2016-f,Q360,,9944,"Wie oft haben Sie seit dem 31. Dezember 2014 die Stelle gewechselt bzw. eine Arbeit neu aufgenommen?

Bitte beachten Sie: 
Auch wenn Sie nach einer Unterbrechung z.B. Mutterschutz / Elternzeit Ihre Arbeit bei Ihrem früheren Arbeitgeber wieder aufgenommen haben beantworten Sie diese Frage bitte mit „Ja“.",,"How often did you change your job or start a new one after December 31, 2014?

Please note: Please answer also “Yes”, if you restarted again your former job after a break due to e.g. maternity protection / parental leave",,txt,,,,,,,,,,,
soep-is,soep-is-2016-f,Q360,pwexl14,9944,1 Mal,,Once,,bin,,,pwexl14,,,,,,,,
soep-is,soep-is-2016-f,Q360,pwexl15,9944,mehrmals und zwar,,More than once (please state how many times),,int,,,pwexl15,,,,,,,,
soep-is,soep-is-2016-f,Q361,,9945,Wann haben Sie Ihre jetzige Stelle angetreten bzw. die Arbeit aufgenommen?,"Befragungsmonat ist [Monat] / [Jahr], Angabe darf kein späteres Datum ergeben!",When did you start your current job?,"Survey month is [display current month] / [2016], no specification shall result in a later date!",txt,,,,,,,,,,,
soep-is,soep-is-2016-f,Q361,pwexl2,9945,"2015, im Monat",,"2015, in the month",,int,,,pwexl2,,,,,,,,
soep-is,soep-is-2016-f,Q361,pwexl3,9945,"2016, im Monat",,"2016, in the month",,int,,,pwexl3,,,,,,,,
soep-is,soep-is-2016-f,Q362,pwexl4,9946,"Welche Art von beruflicher Veränderung war das? Falls Sie mehrfach die Stelle gewechselt haben, sagen Sie es bitte für den letzten Wechsel.",Bitte Liste 362 vorlegen!,"Which kind of occupational change did you experience? If you changed your job more than once, please refer to your last change.",Please show list 362!,cat,82+16,,pwexl4,,,,,,,,
soep-is,soep-is-2016-f,Q363,pber,2557,Welche berufliche Tätigkeit üben Sie derzeit aus?,"Bitte geben Sie die genaue Tätigkeitsbezeichnung an, also z.B. nicht „kaufmännische
Angestellte“, sondern: „Speditionskauffrau“, nicht „Arbeiter“, sondern: „Maschinenschlosser“.
Wenn Sie Beamter sind, geben Sie bitte Ihre Amtsbezeichnung an, z.B. „Polizeimeister“,
oder „Studienrat“. Wenn Sie Auszubildender sind, geben Sie bitte Ihren Ausbildungsberuf an.",What is your current position/ occupation?,"Please specify the exact job title, e.g. not “commercial employee” but “forwarding merchant”, not “worker” but “mechanic”.
If you are a public servant, please specify your employment title, e.g. “police officer” or “lecturer”.
If you are an apprentice/trainee, please specify the occupation.",chr,,,pber,,,,,,,,
soep-is,soep-is-2016-f,Q364,poed,3152,"Gehört der Betrieb, in dem Sie arbeiten, zum öffentlichen Dienst?",,Does the company in which you are employed belong to the public sector?,,cat,1+16,,poed,,,,,,,,
soep-is,soep-is-2016-f,Q365,pbra,3153,In welchem Wirtschaftszweig oder welcher Branche beziehungsweise welchem Dienstleistungsbereich ist das Unternehmen beziehungsweise die Einrichtung überwiegend tätig?,"Bitte geben Sie die genaue Bezeichnung an, 
z.B. nicht ""Industrie"", sondern ""Elektroindustrie""; 
nicht ""Handel"", sondern ""Einzelhandel""; 
Nicht ""öffentlicher Dienst"", sondern ""Krankenhaus"".",In which branch of business or industry is your company or institution active for the most part?,"Please state the branch as exactly as possible, 

for example, not ""industry"", but ""electrical industry"",

Not ""trade"", but ""retail trade""

not ""public service"", but ""hospital"".",chr,,,pbra,,,,,,,,
soep-is,soep-is-2016-f,Q366,,,Welche Sprache/n würden Sie als Ihre „Muttersprache/n“ bezeichnen?,Vorgaben bitte nicht vorlesen! Mehrfachnennungen möglich!,Which language(s) would you call your mother tongue?,Please do not read out the possible answers! Multiple answers possible!,txt,,,,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_1,,Arabisch,,Arabic,,bin,,,isk01_1,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_2,,Asamiya,,Asamiya,,bin,,,isk01_2,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_3,,Bengali,,Bengali,,bin,,,isk01_3,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_4,,Bodo,,Bodo,,bin,,,isk01_4,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_5,,Bulgarisch,,Bulgarian,,bin,,,isk01_5,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_6,,Chinesisch,,Chinese,,bin,,,isk01_6,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_7,,Dänisch,,Danish,,bin,,,isk01_7,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_8,,Deutsch,,German,,bin,,,isk01_8,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_9,,Dogri,,Dogri,,bin,,,isk01_9,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_10,,Englisch,,English,,bin,,,isk01_10,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_11,,Esperanto,,Esperanto,,bin,,,isk01_11,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_12,,Finnisch,,Finnish,,bin,,,isk01_12,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_13,,Französisch,,French,,bin,,,isk01_13,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_14,,Garo,,Garo,,bin,,,isk01_14,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_15,,Gujarati,,Gujarati,,bin,,,isk01_15,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_16,,Griechisch,,Greek,,bin,,,isk01_16,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_17,,Hindi,,Hindi,,bin,,,isk01_17,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_18,,Italienisch,,Italian,,bin,,,isk01_18,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_19,,Japanisch,,Japanese,,bin,,,isk01_19,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_20,,Kannada,,Canadian,,bin,,,isk01_20,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_21,,Kashmiri,,Kashmiri,,bin,,,isk01_21,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_22,,Khasi,,Khasi,,bin,,,isk01_22,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_23,,Kokboroko,,Kokboroka,,bin,,,isk01_23,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_24,,Konkani,,Konkani,,bin,,,isk01_24,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_25,,Kurdisch,,Kurdish,,bin,,,isk01_25,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_26,,Maithili,,Maithili,,bin,,,isk01_26,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_27,,Malayalam,,Malayalam,,bin,,,isk01_27,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_28,,Manipuri (Meitei),,Manipuri (Meitei),,bin,,,isk01_28,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_29,,Marathi,,Marathi,,bin,,,isk01_29,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_30,,Mizo,,Mizo,,bin,,,isk01_30,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_31,,Nepali,,Nepali,,bin,,,isk01_31,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_32,,Niederländisch,,Dutch,,bin,,,isk01_32,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_33,,Norwegisch,,Norwegian,,bin,,,isk01_33,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_34,,Oriya,,Oriya,,bin,,,isk01_34,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_35,,Panjabi,,Punjabi,,bin,,,isk01_35,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_36,,Polnisch,,Polish,,bin,,,isk01_36,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_37,,Portugisisch,,Portuguese,,bin,,,isk01_37,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_38,,Rumänisch,,Romanian,,bin,,,isk01_38,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_39,,Russisch,,Russian,,bin,,,isk01_39,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_40,,Sanskrit,,Sanskrit,,bin,,,isk01_40,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_41,,Santali,,Santali,,bin,,,isk01_41,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_42,,Schwedisch,,Swedish,,bin,,,isk01_42,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_43,,Sindhi,,Sindhi,,bin,,,isk01_43,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_44,,Serbo-Kroatisch bzw. Serbisch / Kroatisch,,Serbo-Croatian resp. Serbian / Croatian,,bin,,,isk01_44,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_45,,Slowakisch,,Slovak,,bin,,,isk01_45,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_46,,Slowenisch,,Slovene,,bin,,,isk01_46,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_47,,Spanisch,,Spanish,,bin,,,isk01_47,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_48,,Tamil,,Tamil,,bin,,,isk01_48,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_49,,Telugu,,Telugu,,bin,,,isk01_49,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_50,,Tschechisch,,Czech,,bin,,,isk01_50,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_51,,Türkisch,,Turkish,,bin,,,isk01_51,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_52,,Ungarisch,,Hungarian,,bin,,,isk01_52,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_53,,Urdu,,Urdu,,bin,,,isk01_53,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01_54,,"Sonstige Sprache, und zwar:",,"Other language, in fact:",,bin,,,isk01_54,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01so,,,,,,chr,,,isk01so,,,,,,,,
soep-is,soep-is-2016-f,Q366,isk01ka,,Keine Angabe,,No answer,,bin,,,isk01ka,,,,,,,,
soep-is,soep-is-2016-f,Q367,,,"In welchen weiteren Sprachen besitzen Sie Kenntnisse?
Bitte nennen Sie alle Sprachen, inklusive Minderheitssprachen, Plansprachen und nicht europäische Sprachen, in denen Sie Sprachkenntnisse besitzen, unabhängig davon, wie gut Sie diese beherrschen.",Vorgaben bitte nicht vorlesen! Mehrfachnennungen möglich!,"In which languages do you have knowledge besides the mentioned ones?
Please state all languages in which you have any skills independent of how proficient you are, including minority languages, planned languages and non-European languages.",Please do not read out the possible answers! Multiple answers possible!,txt,,,,,,,,,,,
soep-is,soep-is-2016-f,Q367,isk02_1,,Arabisch,,Arabic,,bin,,,isk02_1,,,,,,,,
soep-is,soep-is-2016-f,Q367,isk02_2,,Asamiya,,Asamiya,,bin,,,isk02_2,,,,,,,,
soep-is,soep-is-2016-f,Q367,isk02_3,,Bengali,,Bengali,,bin,,,isk02_3,,,,,,,,
soep-is,soep-is-2016-f,Q367,isk02_4,,Bodo,,Bodo,,bin,,,isk02_4,,,,,,,,
soep-is,soep-is-2016-f,Q367,isk02_5,,Bulgarisch,,Bulgarian,,bin,,,isk02_5,,,,,,,,
soep-is,soep-is-2016-f,Q367,isk02_6,,Chinesisch,,Chinese,,bin,,,isk02_6,,,,,,,,
soep-is,soep-is-2016-f,Q367,isk02_7,,Dänisch,,Danish,,bin,,,isk02_7,,,,,,,,
