study,questionnaire,question,item,number,concept,text,instruction,answer_list,scale,filter,goto,label,description,dummy,meta,view_sort_id,view_lft,view_rgt,view_import_note,view_import_concept,view_import_type,view_first_concept,view_calculated_number,view_calculated_item,text_de,instruction_de
soep-is,soep-is-2012-haupt,Q157.11,,157,,"For all the applicable sources of income, please indicate how large an amount is each month. 
Pay for voluntar military service, expense allowance for voluntary social/ ecological year or voluntary social service
If you are unable to state the exact amount, please estimate",,,txt,,,"Pay for voluntar military service, expense allowance for voluntary social/ ecological year or voluntary social service - Income ",,,,1456,818,822,,,,,1,57,"Für alle zutreffenden Einkünfte geben Sie bitte an, 
wie hoch derzeit der Betrag im Monat ist.
Wehrsold bei freiwilligem Wehrdienst, Aufwandsentschädigung für Freiwilliges soziales/ökologisches Jahr oder Bundesfreiwilligendienst
Wenn Sie den monatlichen Betrag nicht genau sagen können, geben Sie bitte einen Schätzbetrag an.","Falls die Zielperson grundsätzlich nicht bereit ist, Angaben über das Einkommen zu geben, weisen Sie sie bitte darauf hin, dass es sich hierbei um eine zentrale Frage handelt.

Bruttobetrag heißt: vor Abzug eventueller Steuern oder Sozialversicherungsbeiträge. Falls Sie mehrere haben, bitte zusammenrechnen!"
soep-is,soep-is-2012-haupt,Q157.11,0,157,,Gross amount per month … Euro,,,int,,,,,,,1457,,,,,,,1,57,Bruttobetrag pro Monat … Euro,
soep-is,soep-is-2012-haupt,Q157.12,,157,,"For all the applicable sources of income, please indicate how large an amount is each month. 
Other types of financial assistance from personswho do not live in the household 
If you are unable to state the exact amount, please estimate",,,txt,,,Other types of financial assistance from personswho do not live in the household -Income,,,,1458,820,824,,,,,1,57,"Für alle zutreffenden Einkünfte geben Sie bitte an, 
wie hoch derzeit der Betrag im Monat ist.
Sonstige Unterstützung von Personen, die nicht im Haushalt leben
Wenn Sie den monatlichen Betrag nicht genau sagen können, geben Sie bitte einen Schätzbetrag an.","Falls die Zielperson grundsätzlich nicht bereit ist, Angaben über das Einkommen zu geben, weisen Sie sie bitte darauf hin, dass es sich hierbei um eine zentrale Frage handelt.

Bruttobetrag heißt: vor Abzug eventueller Steuern oder Sozialversicherungsbeiträge. Falls Sie mehrere haben, bitte zusammenrechnen!"
soep-is,soep-is-2012-haupt,Q157.12,0,157,,Gross amount per month … Euro,,,int,,,,,,,1459,,,,,,,1,57,Bruttobetrag pro Monat … Euro,
soep-is,soep-is-2012-haupt,Q158,,158,,"Have you been engaged in paid work during the last 7 days,
even if this work was only for an hour or just a few hours?",,p7tag,cat,,,Last 7 days / work,,,,1460,822,825,,,,"",1,58,"Haben Sie während der letzten 7 Tage irgendeine bezahlte Arbeit ausgeübt, auch wenn dies nur für eine Stunde oder für wenige Stunden war?","Bitte antworten Sie auch mit ""JA"", wenn Sie in den letzten sieben Tagen normalerweise gearbeitet hätten, aber wegen Urlaub, Krankheit, schlechtem Wetter oder anderen Gründen zeitweise abwesend waren."
soep-is,soep-is-2012-haupt,Q159,,159,,"Are you currently under maternity protection or in the legally regulated ""Elternzeit""",,perz,cat,,,Maternity / parental leave,,,,1461,824,826,,,,"",1,59,"Sind Sie zur Zeit im Mutterschutz oder in der gesetzlich geregelten ""Elternzeit""?",
soep-is,soep-is-2012-haupt,Q160,,160,,Do you hold a school leaving certificate?,,lsab x,cat,,,School leaving certificate,"""JA"" nicht umsetzen",,,1462,825,827,,,,"",1,60,Besitzen Sie einen Schulabschluss?,
soep-is,soep-is-2012-haupt,Q161,,161,,In which country did you receive your school leaving certificate?,,lsab3,cat,Q160;LSABX=1,,"School leaving certificate, country",,,,1463,826,828,,,,"",1,61,In welchem Land haben Sie Ihren Schulabschluss erworben? War das...,
soep-is,soep-is-2012-haupt,Q162,,162,,What kind of school leaving certificate did you receive?,,lsab7 x,cat,Q161;LSAB3=1,,"School leaving certificate, FRG",,,,1464,827,829,,,,"",1,62,Welchen Schulabschluss haben Sie?,
soep-is,soep-is-2012-haupt,Q163,,163,,What kind of school leaving certificate did you receive?,,lsab7 y,cat,Q161;LSAB3=2,,"School leaving certificate, GDR",,,,1465,828,830,,,,"",1,63,Welchen Schulabschluss haben Sie?,
soep-is,soep-is-2012-haupt,Q164,,164,,Please state the other school-leaving certificate.,,,chr,Q161;LSAB3=3 & (Q162;LSAB7X=5 or Q163;LSAB7Y=4),,"School leaving certificate, other",,,,1466,829,831,,,,"",1,64,Bitte nennen Sie mir den anderen Schulabschluss.,
soep-is,soep-is-2012-haupt,Q165,,165,,What kind of school leaving certificate did you receive?,,lsab5,cat,Q161;LSAB3=3,,"School leaving certificate, foreign country",,,,1467,830,832,,,,"",1,65,Welchen Schulabschluss haben Sie?,
soep-is,soep-is-2012-haupt,Q166,,166,,What year did you last attend school?,,,txt,,,Last school attendance,,,,1468,831,834,,,,,1,66,In welchem Jahr haben Sie zuletzt die Schule besucht?,
soep-is,soep-is-2012-haupt,Q166,0,166,,Year,,,int,,,,,,,1469,,,,,,,1,66,Jahr,
soep-is,soep-is-2012-haupt,Q167,,167,,Did you complete vocational training or a university degree?,,lab01,cat,,,Vocational training or a university degree,,,,1470,832,835,,,,"",1,67,Haben Sie eine Berufsausbildung oder ein Studium abgeschlossen?,
soep-is,soep-is-2012-haupt,Q168,,168,,What type of vocational training or university degree was it?,,,txt,Q167;LAB01=1,,Type of vocational training,,,,1471,834,840,,,,,1,68,Was für ein Ausbildungs- oder Studiumsabschluss ist das?,"Mehrfachnennungen möglich!
Liste 168 vorlegen!"
soep-is,soep-is-2012-haupt,Q168,0,168,,No answer,,,bin,,,,,,,1482,,,,,,,1,68,Keine Angabe,
soep-is,soep-is-2012-haupt,Q168,2,168,,Commercial or other apprenticeship,,,bin,,,Type of vocational training or a university degree:  Commercial or other apprenticeship,,,,1473,,,,,,,1,68,Kaufmännische oder sonstige Lehre,
soep-is,soep-is-2012-haupt,Q168,4,168,,Health sector school,,,bin,,,Type of vocational training or a university degree: Health sector school,,,,1475,,,,,,,1,68,Schule des Gesundheitswesens,
soep-is,soep-is-2012-haupt,Q168,8,168,,University with a doctoral degree,,,bin,,,Type of vocational training or a university degree: University with a doctoral degree,,,,1480,,,,,,,1,68,"Universität, Hochschule mit Promotion",
soep-is,soep-is-2012-haupt,Q169,,169,,Please state the other school-leaving certificate.,,,chr,Q168;LABX=10,,Type of vocational training or a university degree: No answer,,,,1483,835,841,,,,"",1,69,Bitte nennen Sie Ihren sonstigen Ausbildungsabschluss.,
soep-is,soep-is-2012-haupt,Q170,,170,,"Are you currently enrolled in an educational or training program? In other words: are you in school or higher education, working on a doctors degree, completing vocational training, or taking part in further training?",,paus1,cat,,,Educational or training program,,,,1484,840,842,,,,"",1,70,"Sind Sie derzeit in Ausbildung? Das heißt: Besuchen Sie eine Schule oder Hochschule, einschließlich Promotion, machen Sie eine Berufsausbildung oder nehmen Sie an einem Weiterbildungslehrgang teil?",
soep-is,soep-is-2012-haupt,Q171,,171,,What kind of training or further training is it?,,paus x,cat,Q170;PAUS1=1,,Type of further education or training program,,,,1485,841,843,,,,"",1,71,Was für eine Ausbildung oder Weiterbildung ist das?,
soep-is,soep-is-2012-haupt,Q172,,172,,What kind of general education / secondary school is it?,,paus2,cat,Q171;PAUSX=1,,Type of general education / secondary school,,,,1486,842,844,,,,"",1,72,Um welche Art allgemeinbildende Schule handelt es sich?,Bitte Liste 172 vorlegen!
soep-is,soep-is-2012-haupt,Q173,,173,,"Were you registered unemployed at the unemployment office (Arbeitsamt) any time in the last 10 years, that is, from the beginning of 2002 to today?",,lal10a,cat,,,Unemployment past 10 years,,,,1487,843,845,,,,"",1,73,"Waren Sie in den letzten 10 Jahren, also von Anfang 2002 bis heute, irgendwann einmal beim Arbeitsamt arbeitslos gemeldet?",
soep-is,soep-is-2012-haupt,Q174,,174,,How often have you been unemployed since 2002?,,,txt,Q173;LAL10A=1,,Number of periods of unemployment,,,,1488,844,847,,,,,1,74,Wie häufig sind Sie von 2002 bis heute arbeitslos gewesen?,
soep-is,soep-is-2012-haupt,Q175,,175,,"Are you registered as unemployed at the Employment Office (""Arbeitsamt"")?",,palo mit lela,cat,Q173;LAL10A=1,,Unemployment currently,,,,1490,845,848,,,,"",1,75,Sind Sie zur Zeit beim Arbeitsamt arbeitslos gemeldet?,
soep-is,soep-is-2012-haupt,Q176,,176,,"If you added up all your phases of unemployment up to the present day, how many months in total were you unemployed between 2002 and today?",,,txt,Q173;LAL10A=1,,Unemployment months,,,,1491,847,850,,,,,1,76,Wenn Sie einmal alle diese Zeiten der Arbeitslosigkeit bis heute zusammenzählen: Wie viele Monate waren Sie seit 2002 alles in allem arbeitslos?,
soep-is,soep-is-2012-haupt,Q176,0,176,,Months,,,int,,,,,,,1492,,,,,,,1,76,Monate,
soep-is,soep-is-2012-haupt,Q177,,177,,"How many jobs or employers have you had in the last 10 years, in other words, since the beginning of 2002?",,,txt,,,Number of occupational activities,,,,1493,848,852,,,,,1,77,"In wie vielen Stellen beziehungsweise bei wie vielen Arbeitgebern waren Sie in den letzten 10 Jahren, also seit Anfang 2002, beschäftigt?","Wenn Sie heute berufstätig sind, zählen Sie Ihre heutige Stelle bitte mit."
soep-is,soep-is-2012-haupt,Q177,0,177,,"Does not apply, I have not been employed",,,bin,,,"Number of occupational activities, Doesn't apply: not employed",,,,1496,,,,,,,1,77,"Trifft nicht zu, war überhaupt nicht erwerbstätig",
soep-is,soep-is-2012-haupt,Q178,,178,,"Are you registered as unemployed at the Employment Office (""Arbeitsamt"")?",,palo ohne lela,cat,Q1;LELA=2,,Unemployment currently,,,,1497,850,853,,,,"",1,78,Sind Sie zur Zeit beim Arbeitsamt arbeitslos gemeldet?,
soep-is,soep-is-2012-haupt,Q179,,179,,"Did you resign from a professional activity or a job you had after December 31, 2010?",,pend1,cat,,,Resignation from work,,,,1498,852,854,,,,"",1,79,"Sind Sie nach dem 31. Dezember 2010 aus einer beruflichen Tätigkeit beziehungsweise einer Stelle, die Sie vorher gehabt haben, ausgeschieden?","Hier ist auch Beurlaubung, Mutterschutz oder Elternzeit gemeint!"
soep-is,soep-is-2012-haupt,Q180,,180,,When did you stop working in that job?,,,txt,Q179;PEND1=1,,Month / year withdrawal last job,,,,1499,853,856,,,,,1,80,Wann haben Sie bei dieser Stelle aufgehört zu arbeiten?,"Wenn Sie seit Dezember 2010 aus mehreren Stellen ausgeschieden sind, beziehen Sie sich bitte auf die letzte Stelle."
soep-is,soep-is-2012-haupt,Q180,0,180,,No answer,,,bin,,,,,,,1502,,,,,,,1,80,Keine Angabe,
soep-is,soep-is-2012-haupt,Q181,,181,,Are you currently engaged in paid employment? Which of the following applies best to your status? ,,perw,cat,,,Current Employment Status,,,,1503,854,857,,,,"",1,81,Üben Sie derzeit eine Erwerbstätigkeit aus? Was trifft für Sie zu?,"Rentner oder Personen im Bundesfreiwilligendienst, die zusätzlich eine Erwerbstätigkeit ausüben, geben hier bitte die Erwerbstätigkeit an.

Bitte Liste 181 vorlegen!"
soep-is,soep-is-2012-haupt,Q182,,182,,Is this part-time employment provided for under the Federal Child-Raising Allowance Act (Bundeserziehungsgeldgesetz)?,,paz12,cat,Q181;PERW=2,,Parental Part-Time Y/N,,,,1504,856,858,,,,"",1,82,"Ist das eine Teilzeitbeschäftigung nach dem Gesetz zur Elternteilzeit (nach Bundeselterngeld- und Elternzeitgesetz, BEEG)?",
soep-is,soep-is-2012-haupt,Q183,,183,,Is the job part of a job-creation measure (ABM) or is it a so-called 1-Euro Job (community work)?,,pbefr2,cat,"Q181;PERW=2,4",,Govt Make-Work Position,,,,1505,857,859,,,,"",1,83,"Handelt es sich um eine ABM-Stelle oder eine gemeinnützige Arbeit, also einen sogenannten 1-Euro-Job?",
soep-is,soep-is-2012-haupt,Q184,,184,,Is the job marginal part-time work in accordance with the 400/800-euro rule (Mini-Job / Midi-Job)?,,paz11,cat,"Q181;PERW=2,4 & Q182;PAZ12=2",,Marginal Employment Regulations (Mini-/Midi-Job),,,,1506,858,860,,,,"",1,84,Ist das eine geringfügige Beschäftigung nach der 400- bzw. 800-Euro-Regelung (Mini- bzw. Midi-Job)?,
soep-is,soep-is-2012-haupt,Q185,,185,,What was the last year in which you were employed?,,,txt,Q181;PERW=9,,Last Employment,,,,1507,859,862,,,,,1,85,In welchem Jahr sind Sie zuletzt erwerbstätig gewesen?,
soep-is,soep-is-2012-haupt,Q185,0,185,,"Does not apply, I have never been employed",,,bin,,,Never/Not Yet Employed,,,,1509,,,,,,,1,85,"Trifft nicht zu, war nie erwerbstätig 
",
soep-is,soep-is-2012-haupt,Q186,,186,,"In your last job, were you employed full-time, part-time, or in marginal or irregular employment?",,lstd,cat,Q185:LEND=1,,Extent of Previous Job,,,,1510,860,863,,,,"",1,86,"Waren Sie zuletzt voll berufstätig, teilzeitbeschäftigt oder geringfügig beziehungsweise unregelmäßig erwerbstätig?",
soep-is,soep-is-2012-haupt,Q187,,187,,Was the company you last worked for part of the public sector or th public administration?,,l1oed,cat,Q185:LEND=1,,Last Firm: Public Service,,,,1511,862,864,,,,"",1,87,"Gehörte der Betrieb, in dem Sie zuletzt arbeiteten, zum öffentlichen Dienst bzw. zur Staatsverwaltung?",
soep-is,soep-is-2012-haupt,Q188,,188,,Do you intend to get a job (or start working again) in the future?,,pnerw02,cat,Q181;PERW>6 | Q175;PALO_mit_Lela=1 | Q178;PALO_ohne_Lela=1,,Future Employment,,,,1512,863,865,,,,"",1,88,"Beabsichtigen Sie, in der Zukunft eine Erwerbstätigkeit aufzunehmen?",Liste 188 vorlegen
soep-is,soep-is-2012-haupt,Q189,,189,,Have you actively looked for work within the last four weeks?,,pnerw10,cat,Q188;PNERW02>1,,Looked for Work in Last 4 Weeks,,,,1513,864,866,,,,"",1,89,Haben Sie innerhalb der letzten vier Wochen aktiv nach einer Stelle gesucht?,
soep-is,soep-is-2012-haupt,Q190,,190,,"If someone offered you an appropriate position right now, could you start working within the next two weeks?",,pnerw09,cat,Q188;PNERW02>1,,Be Able to Start Work Immediately,,,,1514,865,867,,,,"",1,90,"Wenn man Ihnen jetzt eine passende Stelle anbieten würde, könnten Sie dann innerhalb der nächsten zwei Wochen anfangen zu arbeiten?",
soep-is,soep-is-2012-haupt,Q191,,191,,"Did you change your job or start a new one after December 31, 2010?",,pwexl1,cat,"Q181;PERW=1,2,3,4",,Change Job (Filter Question),,,,1515,866,868,,,,"",1,91,Haben Sie nach dem 31. Dezember 2010 die Stelle gewechselt oder eine Arbeit neu aufgenommen?,"Bitte beachten Sie:
Auch wenn Sie nach einer Unterbrechung z.B. Mutterschutz / Elternzeit Ihre Arbeit bei Ihrem
früheren Arbeitgeber wieder aufgenommen haben beantworten Sie diese Frage bitte mit ""Ja""."
soep-is,soep-is-2012-haupt,Q192,,192,,"How often did you change your job or start a new one after December 31, 2010?",,,txt,Q191;PWEXL1=1,,Frequency Change Job,,,,1516,867,870,,,,,1,92,Wie oft haben Sie seit dem 31. Dezember 2010 die Stelle gewechselt bzw. eine Arbeit neu aufgenommen?,
soep-is,soep-is-2012-haupt,Q192,0,192,,"Several times, in fact:",,,int,Q191;PWEXL1=1,,"Frequency Change Job, Several Times, In fact:",,,,1518,,,,,,,1,92,Mehrmals und zwar :,
soep-is,soep-is-2012-haupt,Q193,,193,,What type of occupational change was it?,,pwexl4,cat,Q191;PWEXL1=1,,Type of Job Change,,,,1519,868,871,,,,"",1,93,Welche Art von beruflicher Veränderung war das?,"Falls Sie mehrfach die Stelle gewechselt haben,
sagen Sie es bitte für den letzten Wechsel.

Liste 193 vorlegen"
soep-is,soep-is-2012-haupt,Q194,,194,,What is your current position/occupation? ,,,chr,"Q181;PERW=1,2,3,4",,Nat.Stat.Office-Occupation (Infratest),,,,1520,870,872,,,,"",1,94,Welche berufliche Tätigkeit üben Sie derzeit aus?,"Bitte geben Sie die genaue Tätigkeitsbezeichnung an, also z.B. nicht ""kaufmännische
Angestellte"", sondern: ""Speditionskauffrau"", nicht ""Arbeiter"", sondern: ""Maschinenschlosser"".
Wenn Sie Beamter sind, geben Sie bitte Ihre Amtsbezeichnung an, z.B. ""Polizeimeister"",
oder ""Studienrat"". Wenn Sie Auszubildender sind, geben Sie bitte Ihren Ausbildungsberuf an."
soep-is,soep-is-2012-haupt,Q195,,195,,Do you work for a public sector employer?,,poed,cat,"Q181;PERW=1,2,3,4",,Public Service,,,,1521,871,873,,,,"",1,95,"Gehört der Betrieb, in dem Sie arbeiten, zum öffentlichen Dienst?",
soep-is,soep-is-2012-haupt,Q196,,196,,In which branch of business or industry is your company or institution active for the most part? ,,,int,"Q181;PERW=1,2,3,4",,Industry Branch / Sector NACE (Infratest),,,,1522,872,874,,,,"",1,96,In welchem Wirtschaftszweig oder welcher Branche beziehungsweise welchem Dienstleistungsbereich ist das Unternehmen beziehungsweise die Einrichtung überwiegend tätig?,"Bitte geben Sie die genaue Bezeichnung an, z.B. nicht ""Industrie"", sondern ""Elektroindustrie""; nicht ""Handel"", sondern ""Einzelhandel""; nicht ""öffentlicher Dienst"", sondern ""Krankenhaus""."
soep-is,soep-is-2012-haupt,Q197,,197,,What is your current occupational status? ,,x,cat,"Q181;PERW=1,2,3,4",,Occupational Status,,,,1523,873,875,,,,"",1,97,In welcher beruflichen Stellung sind Sie derzeit beschäftigt?,"Wenn Sie mehr als eine berufliche Tätigkeit ausüben, beantworten Sie die folgenden
Fragen bitte nur für Ihre derzeitige berufliche Haupttätigkeit.

Liste 197 vorlegen"
soep-is,soep-is-2012-haupt,Q198,,198,,"In your position at work, do you supervise others? In other words, do people work under your direction?",,pvor1,cat,"Q197;X=1,2,4",,"Supervises others, leadership position",,,,1524,874,876,,,,"",1,98,"Sind Sie anderen bei der Arbeit leitend vorgesetzt, d.h. dass
Personen nach Ihren Anweisungen arbeiten?",
soep-is,soep-is-2012-haupt,Q199,,199,,In what occupational position are you currently employed as a blue-collar worker?,,parb,cat,Q197;X=1,,Blue-Collar Worker,,,,1525,875,877,,,,"",1,99,In welcher beruflichen Stellung sind Sie derzeit als Arbeiter beschäftigt?,Liste 197 liegt vor!
soep-is,soep-is-2012-haupt,Q200,,200,,In what occupational position are you currently employed as a white-collar worker?,,pang,cat,Q197;X=2,,White-Collar Worker,,,,1526,876,878,,,,"",2,,In welcher beruflichen Stellung sind Sie als Angestellter beschäftigt?,Liste 197 liegt vor!
soep-is,soep-is-2012-haupt,Q201,,201,,In what occupational position are you currently employed as a civil servant?,,pamt,cat,Q197;X=4,,Civil Servant,,,,1527,877,879,,,,"",2,1,In welcher beruflichen Stellung sind Sie derzeit als Beamter beschäftigt?,Liste 197 liegt vor!
soep-is,soep-is-2012-haupt,Q202,,202,,In what occupational position are you currently employed as a apprentice/ trainee and intern,,pazubi,cat,Q197;X=5,,"Trainee, Assistant",,,,1528,878,880,,,,"",2,2,In welcher beruflichen Stellung sind Sie derzeit als Auszubildender oder Praktikant beschäftigt?,->Liste 197 liegt vor!
