study,questionnaire,concept,question,item,number,text_de,text,instruction_de,instruction,answer_list,scale,filter,goto,label,description,dummy,meta,view_sort_id,view_lft,view_rgt,view_import_note,view_import_concept,view_import_type,view_first_concept,view_calculated_number,,,label_de,,,,,
soep-is,soep-is-2012-aufwuchs,gm08,Q24578,,Q24578,"Ich lese Ihnen nun erneut ein paar Aussagen vor. Bitte sagen Sie mir, inwiefern Sie diesen Aussagen zustimmen oder nicht zustimmen.",Now I am going to read out a few statements again. Please tell me to what extent these statements apply to you.,"Bitte antworten Sie anhand einer Skala von 1 bis 7.
Dabei bedeutet 1 ""Stimme überhaupt nicht zu"" und 7 ""Stimme voll und ganz zu"". 
Mit den Werten dazwischen können Sie Ihre Antwort abstufen.

Liste 24578 vorlegen","Please answer according to  scale from 1 to 7. 
Where 1 means ""strongly disagree"" and 7 ""strongly agree"". With the values in between you can make your estimate. Show list 24578",,txt,,,Sense of independence,,,,599,591,601,Q24578 | GM08 | Freiheitsempfinden,gm08,Matrix,,245,,,Freiheitsempfinden,,,,,
soep-is,soep-is-2012-aufwuchs,gm0801,Q24578,gm0801,Q24578,Ich kann meine politische Meinung frei äußern.,I can express my political ideas freely.,,,gm08,cat,,,Sense of independence – Expressing political ideas,,,,600,,,,,,,245,,,Freiheitsempfinden – politische Meinung äußern,,,,,
soep-is,soep-is-2012-aufwuchs,gm0802,Q24578,gm0802,Q24578,"Wenn ich will, kann ich an politischen Aktivitäten teilnehmen.","If I want, I can take part in political activities.",,,gm08,cat,,,Sense of independence – Taking part in political activities,,,,601,,,,,,,245,,,Freiheitsempfinden – Teilnahme an politischen Aktivitäten,,,,,
soep-is,soep-is-2012-aufwuchs,gm0803,Q24578,gm0803,Q24578,Meine Idee von einem guten Leben basiert auf meinem eigenen Urteil.,My idea of a good life is based on my own judgment.,,,gm08,cat,,,"Sense of independence – Idea of good life, own judgement",,,,602,,,,,,,245,,,"Freiheitsempfinden – Idee von gutem Leben, eigenes Urteil",,,,,
soep-is,soep-is-2012-aufwuchs,gm0804,Q24578,gm0804,Q24578,"Ich respektiere, wertschätze und würdige andere Menschen.","I respect, appreciate and dignify other people.",,,gm08,cat,,,Sense of independence – Appreciation of others,,,,603,,,,,,,245,,,Freiheitsempfinden – Wertschätzung Anderer,,,,,
soep-is,soep-is-2012-aufwuchs,gm0805,Q24578,gm0805,Q24578,"Wenn ich will, kann ich meine Religion frei ausüben.","If I want, I can practice my religion freely.",,,gm08,cat,,,Sense of independence – Free practice of religion,,,,604,,,,,,,245,,,Freiheitsempfinden – freie Religionsausübung,,,,,
soep-is,soep-is-2012-aufwuchs,gm09,Q24579,,Q24579,"Einmal ganz allgemein gesprochen: 
Wenn Sie an die Chancen und Möglichkeiten denken, die Sie in Ihrem Leben insgesamt haben. Wie gut sind diese Chancen und Möglichkeiten? Die Chancen und Möglichkeiten, die Sie haben sind...","In very general terms:
When you think about the opportunities and possibilities that you have in your life altogether. How good are these opportunities and possibilities? The opportunities and possibilities that you have are ... ""","Bitte antworten Sie anhand einer Skala von 1 bis 7.
1 bedeutet ""sehr schlecht"".
7 bedeutet ""sehr gut"".
Mit den Werten dazwischen können Sie Ihre Meinung abstufen.

Liste 24579 vorlegen","Please answer according to  scale from 1 to 7. 
Where 1 means ""very bad"" and 7 ""very good"". With the values in between you can grade your opinion. ",gm09,cat,,,Opportunities in Life – general,,,,605,595,603,Q24579 | GM09 | Chancen allgemein,gm09,Matrix,,245,,,Chancen allgemein,,,,,
soep-is,soep-is-2012-aufwuchs,gm10,Q24580,,Q24580,"Nun geht es um Chancen und Möglichkeiten in bestimmten Lebensbereichen.
Wie gut sind die Chancen und Möglichkeiten, die Sie in den folgenden Lebensbereichen haben?

Ihre Chancen und Möglichkeiten...","Now it's about opportunities and possibilities in certain areas of life.
How good are the opportunities and possibilities that you have in the following areas of life?

Your opportunities and possibilities …","Bitte antworten Sie anhand einer Skala von 1 bis 7.
1 bedeutet ""sehr schlecht"".
7 bedeutet ""sehr gut"".
Mit den Werten dazwischen können Sie Ihre Meinung abstufen.

Liste 24580 vorlegen","Please answer according to  scale from 1 to 7. 
Where 1 means ""very bad"" and 7 ""very good"". With the values in between you can grade your opinion. ",,txt,,,Opportunities in Life Area,,,,607,601,613,Q24580 | GM10 | Lebensbereich,gm10,Matrix,,245,,,Chancen Lebensbereich,,,,,
soep-is,soep-is-2012-aufwuchs,gm1001,Q24580,gm1001,Q24580,"... über ein Einkommen zu verfügen, das Ihnen ein gutes Leben ermöglicht, sind...","… to have an income that allowing you a good life, are …",,,gm10,cat,,,Opportunities in Life Area – Income,,,,608,,,,,,,245,,,Chancen Lebensbereich – Einkommen,,,,,
soep-is,soep-is-2012-aufwuchs,gm1002,Q24580,gm1002,Q24580,"... Ihre familiären und sozialen Kontakte zu pflegen, sind...","… to maintain your family and social contacts, are …",,,gm10,cat,,,Opportunities in Life Area – Family and social contacts,,,,609,,,,,,,245,,,Chancen Lebensbereich – Familie und soziale Kontakte,,,,,
soep-is,soep-is-2012-aufwuchs,gm1003,Q24580,gm1003,Q24580,"... sich so zu bilden wie Sie das möchten, sind...","… to educate yourself thy way you want, are …",,,gm10,cat,,,Opportunities in Life Area – Education,,,,610,,,,,,,245,,,Chancen Lebensbereich – Bildung,,,,,
soep-is,soep-is-2012-aufwuchs,gm1004,Q24580,gm1004,Q24580,"... in einer sicheren Wohngegend zu leben, sind...","… to live in a save residential area, are...",,,gm10,cat,,,Opportunities in Life Area – Save residential area,,,,611,,,,,,,245,,,Chancen Lebensbereich – sichere Wohngegend,,,,,
soep-is,soep-is-2012-aufwuchs,gm1005,Q24580,gm1005,Q24580,"... ein gesundes Leben zu führen, sind...","… to live a healthy life, are …",,,gm10,cat,,,Opportunities in Life Area – Healthy life,,,,612,,,,,,,245,,,Chancen Lebensbereich – gesundes Leben,,,,,
soep-is,soep-is-2012-aufwuchs,gm1006,Q24580,gm1006,Q24580,"... sich umweltbewusst zu verhalten, sind...","… to act environmentally responsible, are...",,,gm10,cat,,,Opportunities in Life Area -  Environmentally responsible behavior,,,,613,,,,,,,245,,,Chancen Lebensbereich – umweltbewusstes Verhalten,,,,,
soep-is,soep-is-2012-aufwuchs,gm1007,Q24580,gm1007,Q24580,"... Ihren Glauben frei auszuüben, sind...","… to practice your religion freely, are...",,,gm10,cat,,,Opportunities in Life Area – Free practice of religion,,,,614,,,,,,,245,,,Chancen Lebensbereich – freie Glaubensausübung,,,,,
soep-is,soep-is-2012-aufwuchs,gm1008,Q24580,gm1008,Q24580,"... sich ein angenehmes Arbeitsklima zu schaffen, sind...","… to create a pleasant working environment, are...",,,gm10,cat,,,Opportunities in Life Area – Pleasent working environment,,,,615,,,,,,,245,,,Chancen Lebensbereich – angenehmes Arbeitsklima,,,,,
soep-is,soep-is-2012-aufwuchs,gm1009,Q24580,gm1009,Q24580,"... in einer Wohnung bzw. einem Haus mit angemessener Größe und Ausstattung zu wohnen, sind...","… to live in an apartment or a house with a reasonable size and amenities, are …",,,gm10,cat,,,Opportunities in Life Area – Appartment/house,,,,616,,,,,,,245,,,Chancen Lebensbereich – Wohnung/ Haus,,,,,
soep-is,soep-is-2012-aufwuchs,gm11,Q24581,,Q24581,"Jetzt geht es um mögliche Einschränkungen in Ihrem Leben. 
Wie häufig hindern Sie bestimmte Lebensumstände daran, Dinge zu tun, die Ihnen wichtig sind? Bitte geben Sie zu jedem der folgenden Lebensumstände an, ob Sie dieser nie, selten, manchmal, oft oder immer daran hindert, Dinge zu tun, die Ihnen wichtig sind. Wie ist das mit ...","Now it is about possible limitations in your life.
How often do certain life circumstances prevent you from doing things that are important to you? Please enter for every of the following life circumstances, whether they never, rarely, sometimes, often or always prevent you from doing things that are important to you. What about …",Liste 24581 vorlegen,Show list 24581,,txt,,,Sensation of Limitation in Life,"Researcher Notes:
die Option ""trifft nicht zu"" für Items 2 und 5 programmieren
",,,617,603,624,Q24581 | GM11 | Empfindung Einschränkung,gm11,Matrix,,245,,,Empfindung Einschränkung,,,,,
soep-is,soep-is-2012-aufwuchs,gm1101,Q24581,gm1101,Q24581,... Ihrem Alter,… your age,,,gm11,cat,,,Sensation of Limitation in Life by Age,,,,618,,,,,,,245,,,Empfindung Einschränkung durch Alter,,,,,
soep-is,soep-is-2012-aufwuchs,gm1102,Q24581,gm1102,Q24581,... Ihrer familiären Verantwortung,… your family responsibilities,,,gm11,cat,,,Sensation of Limitation in Life by Family,,,,619,,,,,,,245,,,Empfindung Einschränkung durch Familie,,,,,
soep-is,soep-is-2012-aufwuchs,gm1103,Q24581,gm1103,Q24581,... Ihrem Gesundheitszustand,… your health status,,,gm11,cat,,,Sensation of Limitation in Life by Health Status,,,,620,,,,,,,245,,,Empfindung Einschränkung durch Gesundheitszustand,,,,,
soep-is,soep-is-2012-aufwuchs,gm1104,Q24581,gm1104,Q24581,... Geldmangel / Schulden,… lack of money / debts,,,gm11,cat,,,Sensation of Limitation in Life by Lack of Money/ Debts,,,,621,,,,,,,245,,,Empfindung Einschränkung durch Geldmangel /Schulden,,,,,
soep-is,soep-is-2012-aufwuchs,gm1105,Q24581,gm1105,Q24581,... Ihrer Arbeitsstelle,… your place of work,,,gm11,cat,,,Sensation of Limitation in Life by Place of Work,,,,622,,,,,,,245,,,Empfindung Einschränkung durch Arbeitsstelle,,,,,
soep-is,soep-is-2012-aufwuchs,gm1106,Q24581,gm1106,Q24581,... fehlenden Arbeitsmöglichkeiten,… lack of job opportunities,,,gm11,cat,,,Sensation of Limitation in Life by Lack of Job Opportunities,,,,623,,,,,,,245,,,Empfindung Einschränkung durch fehlende Arbeitsmöglichkeiten,,,,,
soep-is,soep-is-2012-aufwuchs,gm1107,Q24581,gm1107,Q24581,... Ihrem Wohnort / Ihrer Wohnumgebung,… your place of residence / your neighborhood,,,gm11,cat,,,Sensation of Limitation in Life by Place of Residence,,,,624,,,,,,,245,,,Empfindung Einschränkung durch Wohnort,,,,,
soep-is,soep-is-2012-aufwuchs,gm1108,Q24581,gm1108,Q24581,... fehlender Mobilität / fehlenden Möglichkeiten überall hin zu kommen,… lack of mobility/ lack of opportunities to get around,,,gm11,cat,,,Sensation of Limitation in Life by Lack of Mobility,,,,625,,,,,,,245,,,Empfindung Einschränkung durch fehlende Mobilität,,,,,
soep-is,soep-is-2012-aufwuchs,gm1109,Q24581,gm1109,Q24581,... Ihrem Ausbildungsniveau,… your level of education,,,gm11,cat,,,Sensation of Limitation in Life by Level of Education,,,,626,,,,,,,245,,,Empfindung Einschränkung durch Ausbildungsniveau,,,,,
soep-is,soep-is-2012-aufwuchs,gm1110,Q24581,gm1110,Q24581,... Diskriminierung oder Druck von anderen Personen,… discrimination or pressure from other people,,,gm11,cat,,,Sensation of Limitation in Life by Discrimination,,,,627,,,,,,,245,,,Empfindung Einschränkung durch Diskriminierung,,,,,
soep-is,soep-is-2012-aufwuchs,gm12,Q24582,,Q24582,"Ich lese Ihnen wieder eine Reihe von Aussagen vor. Bitte denken Sie jeweils darüber nach, inwieweit diese Aussagen für Sie persönlich zutreffen oder nicht zutreffen.",I will read out a series of statements  again. Please think about the extent to which the statements apply to you personally or not in each case. ,"Bitte antworten Sie anhand einer Skala von 1 bis 7.
1 bedeutet ""trifft überhaupt nicht zu"".
7 bedeutet ""trifft voll und ganz zu"".
Mit den Werten dazwischen können Sie Ihre Meinung abstufen.

Liste 24582 vorlegen","Please answer according to  scale from 1 to 7. 
Where 1 means ""does not apply at all"" and 7 ""fully applies"". With the values in between you can grade your opinion. Show list 24582.",,txt,,,Basic Needs,,,,628,613,634,Q24582 | GM12 | Basisbedürfnisse,gm12,Matrix,,245,,,Basisbedürfnisse,,,,,
soep-is,soep-is-2012-aufwuchs,gm1201,Q24582,gm1201,Q24582,"Ich habe das Gefühl, über mein Leben selber bestimmen zu können.",I have the feeling that I carry my life in my hands.,,,gm12,cat,,,Basic Needs – Carrying one's life in one's hands,,,,629,,,,,,,245,,,Basisbedürfnisse – Leben selbst bestimmen,,,,,
soep-is,soep-is-2012-aufwuchs,gm1202,Q24582,gm1202,Q24582,"Menschen, die mich kennen, sagen mir, dass ich in der Ausübung meiner Tätigkeiten kompetent bin.",People who know me say that I am competent in the performance of my tasks.,,,gm12,cat,,,Basic Needs - Recognition of own competence by other,,,,630,,,,,,,245,,,Basisbedürfnisse – Anerkennung eigener Kompetenz durch andere,,,,,
soep-is,soep-is-2012-aufwuchs,gm1203,Q24582,gm1203,Q24582,Ich komme gut mit anderen Menschen zurecht.,I get along well with other people.,,,gm12,cat,,,Basic Needs – Getting along well with others,,,,631,,,,,,,245,,,Basisbedürfnisse – gut mit anderen zurecht kommen,,,,,
soep-is,soep-is-2012-aufwuchs,gm1204,Q24582,gm1204,Q24582,"Grundsätzlich zögere ich nicht, meine Meinungen und Ideen zu äußern.","Basically, I do not hesitate to express my opinions and ideas.",,,gm12,cat,,,Basic Needs – Not hesitating to express opinion,,,,632,,,,,,,245,,,Basisbedürfnisse – nicht zögern Meinung zu äußern,,,,,
soep-is,soep-is-2012-aufwuchs,gm1205,Q24582,gm1205,Q24582,"Die Menschen, mit denen ich regelmäßig Kontakt habe, betrachte ich als meine Freunde.","The people with whom I have contact on a regular basis, I consider my friends.",,,gm12,cat,,,Basic Needs – Having friends,,,,633,,,,,,,245,,,Basisbedürfnisse – Freunde haben,,,,,
soep-is,soep-is-2012-aufwuchs,gm1206,Q24582,gm1206,Q24582,Menschen in meinem Umfeld haben mich gern.,People in my environment like me. ,,,gm12,cat,,,Basic Needs – Being liked in the environment,,,,634,,,,,,,245,,,Basisbedürfnisse – gemocht werden im Umfeld,,,,,
soep-is,soep-is-2012-aufwuchs,gm1207,Q24582,gm1207,Q24582,"Ich habe oft das Gefühl, mit dem was ich tue etwas zu erreichen.",I often have the feeling that I  achieve something by what I do,,,gm12,cat,,,Basic Needs – Feeling of  achieving something,,,,635,,,,,,,245,,,Basisbedürfnisse – Gefühl haben etwas zu erreichen,,,,,
soep-is,soep-is-2012-aufwuchs,gm1208,Q24582,gm1208,Q24582,"Ich habe das Gefühl, dass ich in alltäglichen Situationen ich selbst sein kann.",I have the feeling that I can be myself in everyday situations.,,,gm12,cat,,,Basic Needs – Beeing myself,,,,636,,,,,,,245,,,Basisbedürfnisse – ich selbst sein können,,,,,
soep-is,soep-is-2012-aufwuchs,gm1209,Q24582,gm1209,Q24582,"Ich habe im Alltag oft das Gefühl, den Anforderungen nicht gewachsen zu sein.",I often have the feeling that I can not cope with the requirements in everyday life. ,,,gm12,cat,,,Basic Needs  - Being in over one's head,,,,637,,,,,,,245,,,Basisbedürfnisse – Alltagsanforderungen nicht gewachsen sein,,,,,
soep-is,soep-is-2012-aufwuchs,gm13,Q24583,,Q24583,"Als Leitbild für den Umweltschutz taucht gelegentlich der Begriff der „Nachhaltigen Entwicklung“ auf.
Haben Sie von dem Begriff der „Nachhaltigen Entwicklung“ schon gehört oder haben Sie davon noch nichts gehört?","As a model for environmental protection the concept of ""sustainable development"" appears occasionally.
Have you heard of the concept „sustainable development“ or didn't you hear anything about this concept yet?",Bitte wählen Sie nur eine der folgenden Antworten aus:,Please select only one of the following answers:,gm13,cat,,,Sustainability,,,,638,624,635,Q24583 | GM13 | Nachhaltigkeit,gm13,Single coded,,245,,,Nachhaltigkeit,,,,,
soep-is,soep-is-2012-aufwuchs,gm14,Q24584,,Q24584,"Wenn Sie an die Zukunft denken: Welche der folgenden Bereiche und Entwicklungen macht Ihnen da Sorgen? Bitte sagen Sie uns zu jedem dieser Bereiche ob Ihnen dieser große Sorgen, einige Sorgen oder keine Sorgen bereitet.","If you think about the future: Which of the following areas and developments are you concerned of? Please state for every area whether you are very concerned, somewhat concerned or not at all concerned.",Liste 24584 vorlegen,Show list 24584,,txt,,,Concerns  about Future,,,,639,634,653,Q24584 | GM14 | Sorge  Zukunft,gm14,Matrix,,245,,,Sorge  Zukunft,,,,,
soep-is,soep-is-2012-aufwuchs,gm1401,Q24584,gm1401,Q24584,Terrorismus,Terrorism,,,gm14,cat,,,Extent of concerns about future in different areas: Terrorism,,,,640,,,,,,,245,,,Ausmaß der Zukunftssorgen in verschiedenen Bereichen: Terrorismus,,,,,
soep-is,soep-is-2012-aufwuchs,gm1402,Q24584,gm1402,Q24584,Gesundheitsrisiken,Health risks,,,gm14,cat,,,Extent of concerns about future in different areas: Health risks,,,,641,,,,,,,245,,,Ausmaß der Zukunftssorgen in verschiedenen Bereichen: Gesundheitsrisiken,,,,,
soep-is,soep-is-2012-aufwuchs,gm1403,Q24584,gm1403,Q24584,Kriege,Wars,,,gm14,cat,,,Extent of concerns about future in different areas: Wars,,,,642,,,,,,,245,,,Ausmaß der Zukunftssorgen in verschiedenen Bereichen: Kriege,,,,,
soep-is,soep-is-2012-aufwuchs,gm1404,Q24584,gm1404,Q24584,Armut und Hunger in der Welt,Poverty and Hunger in the world,,,gm14,cat,,,Extent of concerns about future in different areas: Poverty and Hunger in the world,,,,643,,,,,,,245,,,Ausmaß der Zukunftssorgen in verschiedenen Bereichen: Armut und Hunger in der Welt,,,,,
soep-is,soep-is-2012-aufwuchs,gm1405,Q24584,gm1405,Q24584,Umwelt- und Reaktorkatastrophen,Environmental and nuclear disasters,,,gm14,cat,,,Extent of concerns about future in different areas: Environmental and nuclear disasters,,,,644,,,,,,,245,,,Ausmaß der Zukunftssorgen in verschiedenen Bereichen: Umwelt- und Reaktorkatastrophen,,,,,
soep-is,soep-is-2012-aufwuchs,gm1406,Q24584,gm1406,Q24584,Finanz- und Wirtschaftskrisen,Financial and economic crises,,,gm14,cat,,,Extent of concerns about future in different areas: Financial and economic crises,,,,645,,,,,,,245,,,Ausmaß der Zukunftssorgen in verschiedenen Bereichen: Finanz- und Wirtschaftskrisen,,,,,
soep-is,soep-is-2012-aufwuchs,gm1407,Q24584,gm1407,Q24584,Erderwärmung und Klimaveränderung,Global warming and climate change,,,gm14,cat,,,Extent of concerns about future in different areas: Financial and economic crises,,,,646,,,,,,,245,,,Ausmaß der Zukunftssorgen in verschiedenen Bereichen: Erderwärmung und Klimaveränderung,,,,,
soep-is,soep-is-2012-aufwuchs,gm1408,Q24584,gm1408,Q24584,globales Bevölkerungswachstum und Zuwanderung,Global population growth and immigration,,,gm14,cat,,,Extent of concerns about future in different areas: Population growth and immigration,,,,647,,,,,,,245,,, Ausmaß der Zukunftssorgen in verschiedenen Bereichen: globales Bevölkerungswachstum und Zuwanderung,,,,,
soep-is,soep-is-2012-aufwuchs,gm1409,Q24584,gm1409,Q24584,Organisiertes Verbrechen,Organised crime,,,gm14,cat,,,Extent of concerns about future in different areas: Organised crime,,,,648,,,,,,,245,,,Ausmaß der Zukunftssorgen in verschiedenen Bereichen: Organisiertes Verbrechen,,,,,
soep-is,soep-is-2012-aufwuchs,gm1410,Q24584,gm1410,Q24584,Energieversorgung,Energy supply ,,,gm14,cat,,,Extent of concerns about future in different areas: Energy supply,,,,649,,,,,,,245,,, Ausmaß der Zukunftssorgen in verschiedenen Bereichen: Energieversorgung,,,,,
soep-is,soep-is-2012-aufwuchs,gm1411,Q24584,gm1411,Q24584,Zugang zu Trinkwasser,Access to drinking water,,,gm14,cat,,,Extent of concerns about future in different areas: Access to drinking water,,,,650,,,,,,,245,,, Ausmaß der Zukunftssorgen in verschiedenen Bereichen: Zugang zu Trinkwasser,,,,,
soep-is,soep-is-2012-aufwuchs,gm1412,Q24584,gm1412,Q24584,Einhaltung der Menschenrechte,Respect of human rights,,,gm14,cat,,,Extent of concerns about future in different areas: Respect of human rights,,,,651,,,,,,,245,,, Ausmaß der Zukunftssorgen in verschiedenen Bereichen: Einhaltung der Menschenrechte,,,,,
