output_study,output_dataset,output_version,output_variable,input_study,input_dataset,input_version,input_variable,,,
soep-is,bioage,2013,care1,soep-is,MC12_IS_W4,2012,cein1,,,
soep-is,bioage,2013,change1,,,,,,,
soep-is,bioage,2013,change2,,,,,,,
soep-is,bioage,2013,change3,,,,,,,
soep-is,bioage,2013,change4,,,,,,,
soep-is,bioage,2013,change5,,,,,,,
soep-is,bioage,2013,change6,,,,,,,
soep-is,bioage,2013,change7,,,,,,,
soep-is,bioage,2013,change8,,,,,,,
soep-is,bioage,2013,cid,,,,,,,
soep-is,bioage,2013,delivcs,,,,,,,
soep-is,bioage,2013,delivpl,,,,,,,
soep-is,bioage,2013,disord1,soep-is,MA12_IS_W4,2012,astor1,,,
soep-is,bioage,2013,disord2,soep-is,MA12_IS_W4,2012,astor2,,,
soep-is,bioage,2013,disord3,soep-is,MA12_IS_W4,2012,astor3,,,
soep-is,bioage,2013,disord4,soep-is,MA12_IS_W4,2012,astor4,,,
soep-is,bioage,2013,disord5,soep-is,MA12_IS_W4,2012,astor5,,,
soep-is,bioage,2013,disord6,soep-is,MA12_IS_W4,2012,astor6,,,
soep-is,bioage,2013,disord7,soep-is,MA12_IS_W4,2012,astor7,,,
soep-is,bioage,2013,disord8,soep-is,MA12_IS_W4,2012,astor8,,,
soep-is,bioage,2013,disord9,soep-is,MA12_IS_W4,2012,astor9,,,
soep-is,bioage,2013,edbeh1,,,,,,,
soep-is,bioage,2013,edbeh10,,,,,,,
soep-is,bioage,2013,edbeh11,,,,,,,
soep-is,bioage,2013,edbeh12,,,,,,,
soep-is,bioage,2013,edbeh13,,,,,,,
soep-is,bioage,2013,edbeh14,,,,,,,
soep-is,bioage,2013,edbeh15,,,,,,,
soep-is,bioage,2013,edbeh16,,,,,,,
soep-is,bioage,2013,edbeh17,,,,,,,
soep-is,bioage,2013,edbeh18,,,,,,,
soep-is,bioage,2013,edbeh2,,,,,,,
soep-is,bioage,2013,edbeh3,,,,,,,
soep-is,bioage,2013,edbeh4,,,,,,,
soep-is,bioage,2013,edbeh5,,,,,,,
soep-is,bioage,2013,edbeh6,,,,,,,
soep-is,bioage,2013,edbeh7,,,,,,,
soep-is,bioage,2013,edbeh8,,,,,,,
soep-is,bioage,2013,edbeh9,,,,,,,
soep-is,bioage,2013,edgoal1,,,,,,,
soep-is,bioage,2013,edgoal10,,,,,,,
soep-is,bioage,2013,edgoal11,,,,,,,
soep-is,bioage,2013,edgoal12,,,,,,,
soep-is,bioage,2013,edgoal13,,,,,,,
soep-is,bioage,2013,edgoal14,,,,,,,
soep-is,bioage,2013,edgoal15,,,,,,,
soep-is,bioage,2013,edgoal16,,,,,,,
soep-is,bioage,2013,edgoal17,,,,,,,
soep-is,bioage,2013,edgoal18,,,,,,,
soep-is,bioage,2013,edgoal2,,,,,,,
soep-is,bioage,2013,edgoal3,,,,,,,
soep-is,bioage,2013,edgoal4,,,,,,,
soep-is,bioage,2013,edgoal5,,,,,,,
soep-is,bioage,2013,edgoal6,,,,,,,
soep-is,bioage,2013,edgoal7,,,,,,,
soep-is,bioage,2013,edgoal8,,,,,,,
soep-is,bioage,2013,edgoal9,,,,,,,
soep-is,bioage,2013,fathinhh,,,,,,,
soep-is,bioage,2013,feeling1,,,,,,,
soep-is,bioage,2013,feeling2,,,,,,,
soep-is,bioage,2013,feeling3,,,,,,,
soep-is,bioage,2013,feeling4,,,,,,,
soep-is,bioage,2013,health,,,,,,,
soep-is,bioage,2013,hid,,,,,,,
soep-is,bioage,2013,hospital12m,,,,,,,
soep-is,bioage,2013,hospital3mb,,,,,,,
soep-is,bioage,2013,language,,,,,,,
soep-is,bioage,2013,maincare,,,,,,,
soep-is,bioage,2013,medaid3m,,,,,,,
soep-is,bioage,2013,medaid3mb,,,,,,,
soep-is,bioage,2013,mvmn1,,,,,,,
soep-is,bioage,2013,mvmn2,,,,,,,
soep-is,bioage,2013,mvmn3,,,,,,,
soep-is,bioage,2013,mvmn4,,,,,,,
soep-is,bioage,2013,mvmn5,,,,,,,
soep-is,bioage,2013,nchild,,,,,,,
soep-is,bioage,2013,pid,,,,,,,
soep-is,bioage,2013,pidresp,,,,,,,
soep-is,bioage,2013,prebeg,,,,,,,
soep-is,bioage,2013,preend,,,,,,,
soep-is,bioage,2013,pregmo,,,,,,,
soep-is,bioage,2013,pregplan,,,,,,,
soep-is,bioage,2013,pregy,,,,,,,
soep-is,bioage,2013,scare10h,,,,,,,
soep-is,bioage,2013,scare11h,,,,,,,
soep-is,bioage,2013,scare12h,,,,,,,
soep-is,bioage,2013,scare1h,,,,,,,
soep-is,bioage,2013,scare2h,,,,,,,
soep-is,bioage,2013,scare3h,,,,,,,
soep-is,bioage,2013,scare4h,,,,,,,
soep-is,bioage,2013,scare5h,,,,,,,
soep-is,bioage,2013,scare6h,,,,,,,
soep-is,bioage,2013,scare7h,,,,,,,
soep-is,bioage,2013,scare8h,,,,,,,
soep-is,bioage,2013,scare9h,,,,,,,
soep-is,bioage,2013,sclenrolm,,,,,,,
soep-is,bioage,2013,sclenroln,,,,,,,
soep-is,bioage,2013,sclenroly,,,,,,,
soep-is,bioage,2013,sclr1,,,,,,,
soep-is,bioage,2013,sclr2,,,,,,,
soep-is,bioage,2013,sclr3,,,,,,,
soep-is,bioage,2013,sclr4,,,,,,,
soep-is,bioage,2013,sclr5,,,,,,,
soep-is,bioage,2013,sex,soep-is,H12_IS_W4,2012,hksexa,,,
soep-is,bioage,2013,sex,soep-is,H12_IS_W4,2012,hksexb,,,
soep-is,bioage,2013,sex,soep-is,H12_IS_W4,2012,hksexc,,,
soep-is,bioage,2013,sex,soep-is,H12_IS_W4,2012,hksexd,,,
soep-is,bioage,2013,sex,soep-is,H12_IS_W4,2012,hksexe,,,
soep-is,bioage,2013,sex,soep-is,H12_IS_W4,2012,hksexf,,,
soep-is,bioage,2013,sexresp,,,,,,,
soep-is,bioage,2013,skll1,,,,,,,
soep-is,bioage,2013,skll2,,,,,,,
soep-is,bioage,2013,skll3,,,,,,,
soep-is,bioage,2013,skll4,,,,,,,
soep-is,bioage,2013,skll5,,,,,,,
soep-is,bioage,2013,spch1,,,,,,,
soep-is,bioage,2013,spch2,,,,,,,
soep-is,bioage,2013,spch3,,,,,,,
soep-is,bioage,2013,spch4,,,,,,,
soep-is,bioage,2013,spch5,,,,,,,
soep-is,bioage,2013,suppartn,,,,,,,
soep-is,bioage,2013,syear,,,,,,,
soep-is,bioage,2013,temp1,,,,,,,
soep-is,bioage,2013,temp2,,,,,,,
soep-is,bioage,2013,temp3,,,,,,,
soep-is,bioage,2013,temp4,,,,,,,
soep-is,bioage,2013,temp5,,,,,,,
soep-is,bioage,2013,temp6,,,,,,,
soep-is,bioage,2013,temp7,,,,,,,
soep-is,bioage,2013,tvhrs,,,,,,,
soep-is,bioage,2013,tvyn,,,,,,,
soep-is,pgen,2013,pgklas,soep-is,P12_IS_W4,2012,pber,,,
soep-is,pgen,2013,pgnace,soep-is,P12_IS_W4,2012,pbra,,,
soep-is,p,2013,plh0184,soep-is,p11_Inno_final,2012,pgef1,,,
soep-is,p,2013,plh0185,soep-is,p11_Inno_final,2012,pgef2,,,
soep-is,p,2013,plh0186,soep-is,p11_Inno_final,2012,pgef3,,,
soep-is,p,2013,plh0187,soep-is,p11_Inno_final,2012,pgef4,,,
soep-is,bio,2013,hid,soep-is,L12_IS,2012,hnr,,,
soep-is,bio,2013,syear,soep-is,L12_IS,2012,jahr,,,
soep-is,bio,2013,l0248,soep-is,L12_IS,2012,l1no,,,
soep-is,bio,2013,l0281,soep-is,L12_IS,2012,l2wohn1,,,
soep-is,bio,2013,l0283,soep-is,L12_IS,2012,l2wohn3,,,
soep-is,bio,2013,l0197,soep-is,L12_IS,2012,lab01,,,
soep-is,bio,2013,l0212,soep-is,L12_IS,2012,lab02,,,
soep-is,bio,2013,l0214,soep-is,L12_IS,2012,lab03,,,
soep-is,bio,2013,l0216,soep-is,L12_IS,2012,lab04,,,
soep-is,bio,2013,l0218,soep-is,L12_IS,2012,lab05,,,
soep-is,bio,2013,l0220,soep-is,L12_IS,2012,lab06,,,
soep-is,bio,2013,l0222,soep-is,L12_IS,2012,lab07,,,
soep-is,bio,2013,l0224,soep-is,L12_IS,2012,lab08,,,
soep-is,bio,2013,l0224,soep-is,L12_IS,2012,lab08ka,,,
soep-is,bio,2013,l0224,soep-is,L12_IS,2012,lab08x,,,
soep-is,bio,2013,l0224,soep-is,L12_IS_W4,2012,lab08ka,,,
soep-is,bio,2013,l0224,soep-is,L12_IS_W4,2012,lab08x,,,
soep-is,bio,2013,l0856,soep-is,L12_IS,2012,lbesch10,,,
soep-is,bio,2013,l0857,soep-is,L12_IS,2012,lbesch10n,,,
soep-is,bio,2013,imonth,soep-is,L12_IS,2012,ldatm,,,
soep-is,bio,2013,iday,soep-is,L12_IS,2012,ldatt,,,
soep-is,bio,2013,l0266,soep-is,L12_IS,2012,lend,,,
soep-is,bio,2013,binta,soep-is,L12_IS,2012,lform,,,
soep-is,bio,2013,l0011,soep-is,L12_IS,2012,lgeb,,,
soep-is,bio,2013,l0012,soep-is,L12_IS,2012,lgebmo,,,
soep-is,bio,2013,l0065,soep-is,L12_IS,2012,lgeka,,,
soep-is,bio,2013,l0061,soep-is,L12_IS,2012,lgesch1,,,
soep-is,bio,2013,l0063,soep-is,L12_IS,2012,lgesch2,,,
soep-is,bio,2013,l0062,soep-is,L12_IS,2012,lgesch3,,,
soep-is,bio,2013,l0600,soep-is,L12_IS,2012,lgesch5,,,
soep-is,bio,2013,l0601,soep-is,L12_IS,2012,lgesch6,,,
soep-is,bio,2013,l0602,soep-is,L12_IS,2012,lgesch7,,,
soep-is,bio,2013,l0603,soep-is,L12_IS,2012,lgesch8,,,
soep-is,bio,2013,l0287,soep-is,L12_IS,2012,lkgeb1,,,
soep-is,bio,2013,l0853,soep-is,L12_IS,2012,lkgeb10,,,
soep-is,bio,2013,l0290,soep-is,L12_IS,2012,lkgeb2,,,
soep-is,bio,2013,l0293,soep-is,L12_IS,2012,lkgeb3,,,
soep-is,bio,2013,l0296,soep-is,L12_IS,2012,lkgeb4,,,
soep-is,bio,2013,l0299,soep-is,L12_IS,2012,lkgeb5,,,
soep-is,bio,2013,l0302,soep-is,L12_IS,2012,lkgeb6,,,
soep-is,bio,2013,l0305,soep-is,L12_IS,2012,lkgeb7,,,
soep-is,bio,2013,l0308,soep-is,L12_IS,2012,lkgeb8,,,
soep-is,bio,2013,l0850,soep-is,L12_IS,2012,lkgeb9,,,
soep-is,bio,2013,l0066,soep-is,L12_IS,2012,lkh03,,,
soep-is,bio,2013,l0067,soep-is,L12_IS,2012,lkh04,,,
soep-is,bio,2013,l0068,soep-is,L12_IS,2012,lkh05,,,
soep-is,bio,2013,l0069,soep-is,L12_IS,2012,lkh06,,,
soep-is,bio,2013,l0070,soep-is,L12_IS,2012,lkh07,,,
soep-is,bio,2013,l0071,soep-is,L12_IS,2012,lkh08,,,
soep-is,bio,2013,l0072,soep-is,L12_IS,2012,lkh09,,,
soep-is,bio,2013,l0073,soep-is,L12_IS,2012,lkh10,,,
soep-is,bio,2013,l0074,soep-is,L12_IS,2012,lkhka,,,
soep-is,bio,2013,l0285,soep-is,L12_IS,2012,lkind,,,
soep-is,bio,2013,l0286,soep-is,L12_IS,2012,lkno,,,
soep-is,bio,2013,l0288,soep-is,L12_IS,2012,lksex1,,,
soep-is,bio,2013,l0854,soep-is,L12_IS,2012,lksex10,,,
soep-is,bio,2013,l0291,soep-is,L12_IS,2012,lksex2,,,
soep-is,bio,2013,l0294,soep-is,L12_IS,2012,lksex3,,,
soep-is,bio,2013,l0297,soep-is,L12_IS,2012,lksex4,,,
soep-is,bio,2013,l0300,soep-is,L12_IS,2012,lksex5,,,
soep-is,bio,2013,l0303,soep-is,L12_IS,2012,lksex6,,,
soep-is,bio,2013,l0306,soep-is,L12_IS,2012,lksex7,,,
soep-is,bio,2013,l0309,soep-is,L12_IS,2012,lksex8,,,
soep-is,bio,2013,l0851,soep-is,L12_IS,2012,lksex9,,,
soep-is,bio,2013,l0289,soep-is,L12_IS,2012,lkwo1,,,
soep-is,bio,2013,l0855,soep-is,L12_IS,2012,lkwo10,,,
soep-is,bio,2013,l0292,soep-is,L12_IS,2012,lkwo2,,,
soep-is,bio,2013,l0295,soep-is,L12_IS,2012,lkwo3,,,
soep-is,bio,2013,l0298,soep-is,L12_IS,2012,lkwo4,,,
soep-is,bio,2013,l0301,soep-is,L12_IS,2012,lkwo5,,,
soep-is,bio,2013,l0304,soep-is,L12_IS,2012,lkwo6,,,
soep-is,bio,2013,l0307,soep-is,L12_IS,2012,lkwo7,,,
soep-is,bio,2013,l0310,soep-is,L12_IS,2012,lkwo8,,,
soep-is,bio,2013,l0852,soep-is,L12_IS,2012,lkwo9,,,
soep-is,bio,2013,l0085,soep-is,L12_IS,2012,lm03a,,,
soep-is,bio,2013,l0087,soep-is,L12_IS,2012,lm03bnr,,,
soep-is,bio,2013,l0089,soep-is,L12_IS,2012,lm04,,,
soep-is,bio,2013,l0091,soep-is,L12_IS,2012,lm05,,,
soep-is,bio,2013,l0111,soep-is,L12_IS,2012,lm06,,,
soep-is,bio,2013,l0115,soep-is,L12_IS,2012,lm08,,,
soep-is,bio,2013,l0117,soep-is,L12_IS,2012,lm09,,,
soep-is,bio,2013,l0119,soep-is,L12_IS,2012,lm10,,,
soep-is,bio,2013,l0121,soep-is,L12_IS,2012,lm11,,,
soep-is,bio,2013,l0123,soep-is,L12_IS,2012,lm12,,,
soep-is,bio,2013,l0269,soep-is,L12_IS,2012,loed,,,
soep-is,bio,2013,l0535,soep-is,L12_IS,2012,lpnatnr,,,
soep-is,bio,2013,l0881,soep-is,L12_IS,2012,lrelso,,,
soep-is,bio,2013,l0881,soep-is,L12_IS_W4,2012,lrelso,,,
soep-is,bio,2013,l0182,soep-is,L12_IS,2012,lsab1,,,
soep-is,bio,2013,l0183,soep-is,L12_IS,2012,lsab2,,,
soep-is,bio,2013,l0186,soep-is,L12_IS,2012,lsab3,,,
soep-is,bio,2013,l0188,soep-is,L12_IS,2012,lsab5,,,
soep-is,bio,2013,l0191,soep-is,L12_IS,2012,lsab7,,,
soep-is,bio,2013,l0548,soep-is,L12_IS,2012,lsex,,,
soep-is,bio,2013,l0013,soep-is,L12_IS,2012,lsta1,,,
soep-is,bio,2013,l0014,soep-is,L12_IS,2012,lsta1a,,,
soep-is,bio,2013,l0016,soep-is,L12_IS,2012,lsta2nr,,,
soep-is,bio,2013,l0533,soep-is,L12_IS,2012,lsta3,,,
soep-is,bio,2013,l0267,soep-is,L12_IS,2012,lstd,,,
soep-is,bio,2013,l0084,soep-is,L12_IS,2012,lv03a,,,
soep-is,bio,2013,l0086,soep-is,L12_IS,2012,lv03bnr,,,
soep-is,bio,2013,l0088,soep-is,L12_IS,2012,lv04,,,
soep-is,bio,2013,l0090,soep-is,L12_IS,2012,lv05,,,
soep-is,bio,2013,l0110,soep-is,L12_IS,2012,lv06,,,
soep-is,bio,2013,l0114,soep-is,L12_IS,2012,lv08,,,
soep-is,bio,2013,l0116,soep-is,L12_IS,2012,lv09,,,
soep-is,bio,2013,l0118,soep-is,L12_IS,2012,lv10,,,
soep-is,bio,2013,l0120,soep-is,L12_IS,2012,lv11,,,
soep-is,bio,2013,l0122,soep-is,L12_IS,2012,lv12,,,
soep-is,bio,2013,l0057,soep-is,L12_IS,2012,lwied,,,
soep-is,bio,2013,l0019,soep-is,L12_IS,2012,lzug01,,,
soep-is,bio,2013,modul,soep-is,L12_IS,2012,modul,,,
soep-is,bio,2013,l0875,soep-is,L12_IS,2012,palo,,,
soep-is,bio,2013,l0640,soep-is,L12_IS,2012,pehe1a,,,
soep-is,bio,2013,l0650,soep-is,L12_IS,2012,pehe1b,,,
soep-is,bio,2013,l0663,soep-is,L12_IS,2012,pehe1c,,,
soep-is,bio,2013,l0675,soep-is,L12_IS,2012,pehe1d,,,
soep-is,bio,2013,l0679,soep-is,L12_IS,2012,pehe1e,,,
soep-is,bio,2013,l0641,soep-is,L12_IS,2012,pehe2a,,,
soep-is,bio,2013,l0651,soep-is,L12_IS,2012,pehe2b,,,
soep-is,bio,2013,l0664,soep-is,L12_IS,2012,pehe2c,,,
soep-is,bio,2013,l0676,soep-is,L12_IS,2012,pehe2d,,,
soep-is,bio,2013,l0641,soep-is,L12_IS,2012,pehe2e,,,
soep-is,bio,2013,l0641,soep-is,L12_IS_W4,2012,pehe2e,,,
soep-is,bio,2013,l0652,soep-is,L12_IS,2012,pehe3b,,,
soep-is,bio,2013,l0665,soep-is,L12_IS,2012,pehe3c,,,
soep-is,bio,2013,l0677,soep-is,L12_IS,2012,pehe3d,,,
soep-is,bio,2013,l0653,soep-is,L12_IS,2012,pehe4b,,,
soep-is,bio,2013,l0666,soep-is,L12_IS,2012,pehe4c,,,
soep-is,bio,2013,l0678,soep-is,L12_IS,2012,pehe4d,,,
soep-is,bio,2013,l0681,soep-is,L12_IS,2012,pehe5e,,,
soep-is,bio,2013,l0682,soep-is,L12_IS,2012,pehe6e,,,
soep-is,bio,2013,l0683,soep-is,L12_IS,2012,pehe7e,,,
soep-is,bio,2013,pid,soep-is,L12_IS,2012,pnrfest,,,
soep-is,bio,2013,l0635,soep-is,L12_IS,2012,pp1a,,,
soep-is,bio,2013,l0642,soep-is,L12_IS,2012,pp1b,,,
soep-is,bio,2013,l0654,soep-is,L12_IS,2012,pp1c,,,
soep-is,bio,2013,l0667,soep-is,L12_IS,2012,pp1d,,,
soep-is,p,2013,pld0133,soep-is,L12_IS,2012,pp2a,,,
soep-is,bio,2013,l0645,soep-is,L12_IS,2012,ppend2b,,,
soep-is,bio,2013,l0657,soep-is,L12_IS,2012,ppend2c,,,
soep-is,bio,2013,l0670,soep-is,L12_IS,2012,ppend2d,,,
soep-is,bio,2013,l0644,soep-is,L12_IS,2012,ppendb,,,
soep-is,bio,2013,l0656,soep-is,L12_IS,2012,ppendc,,,
soep-is,bio,2013,l0669,soep-is,L12_IS,2012,ppendd,,,
soep-is,bio,2013,l0636,soep-is,L12_IS,2012,ppja,,,
soep-is,bio,2013,l0643,soep-is,L12_IS,2012,ppjb,,,
soep-is,bio,2013,l0655,soep-is,L12_IS,2012,ppjc,,,
soep-is,bio,2013,l0668,soep-is,L12_IS,2012,ppjd,,,
soep-is,bio,2013,l0637,soep-is,L12_IS,2012,ppleb1a,,,
soep-is,bio,2013,l0646,soep-is,L12_IS,2012,ppleb1b,,,
soep-is,bio,2013,l0658,soep-is,L12_IS,2012,ppleb1c,,,
soep-is,bio,2013,l0671,soep-is,L12_IS,2012,ppleb1d,,,
soep-is,bio,2013,l0647,soep-is,L12_IS,2012,ppleb2b,,,
soep-is,bio,2013,l0660,soep-is,L12_IS,2012,ppleb2c,,,
soep-is,bio,2013,l0672,soep-is,L12_IS,2012,ppleb2d,,,
soep-is,bio,2013,l0648,soep-is,L12_IS,2012,ppleb3b,,,
soep-is,bio,2013,l0661,soep-is,L12_IS,2012,ppleb3c,,,
soep-is,bio,2013,l0673,soep-is,L12_IS,2012,ppleb3d,,,
soep-is,bio,2013,l0649,soep-is,L12_IS,2012,ppleb4b,,,
soep-is,bio,2013,l0662,soep-is,L12_IS,2012,ppleb4c,,,
soep-is,bio,2013,l0674,soep-is,L12_IS,2012,ppleb4d,,,
soep-is,bio,2013,l0638,soep-is,L12_IS,2012,ppleba,,,
soep-is,bio,2013,l0639,soep-is,L12_IS,2012,pplebja,,,
soep-is,bio,2013,plk0001,soep-is,L12_IS,2012,ppnr,,,
soep-is,bio,2013,sample1,soep-is,L12_IS,2012,stichu,,,
soep-is,bio,2013,cid,soep-is,L12_IS,2012,urhh,,,
soep-is,bioage,2013,birthy,soep-is,H12_IS,2012,hkgeba,,,
soep-is,bioage,2013,birthy,soep-is,H12_IS,2012,hkgebb,,,
soep-is,bioage,2013,birthy,soep-is,H12_IS,2012,hkgebc,,,
soep-is,bioage,2013,birthy,soep-is,H12_IS,2012,hkgebd,,,
soep-is,bioage,2013,birthy,soep-is,H12_IS,2012,hkgebe,,,
soep-is,bioage,2013,birthy,soep-is,H12_IS,2012,hkgebf,,,
soep-is,bioage,2013,sex,soep-is,H12_IS,2012,hksexa,,,
soep-is,bioage,2013,sex,soep-is,H12_IS,2012,hksexb,,,
soep-is,bioage,2013,sex,soep-is,H12_IS,2012,hksexc,,,
soep-is,bioage,2013,sex,soep-is,H12_IS,2012,hksexd,,,
soep-is,bioage,2013,sex,soep-is,H12_IS,2012,hksexe,,,
soep-is,bioage,2013,sex,soep-is,H12_IS,2012,hksexf,,,
soep-is,bioage,2013,birthm,soep-is,H12_IS,2012,hkmoa,,,
soep-is,bioage,2013,birthm,soep-is,H12_IS,2012,hkmob,,,
soep-is,bioage,2013,birthm,soep-is,H12_IS,2012,hkmoc,,,
soep-is,bioage,2013,birthm,soep-is,H12_IS,2012,hkmod,,,
soep-is,bioage,2013,birthm,soep-is,H12_IS,2012,hkmoe,,,
soep-is,bioage,2013,birthm,soep-is,H12_IS,2012,hkmof,,,
soep-is,bioage,2013,birthpw,soep-is,MA12_IS,2012,awoch,,,
soep-is,bioage,2013,lstmedex,soep-is,MA12_IS,2012,aunt,,,
soep-is,bioage,2013,lstmedex,soep-is,MA12_IS,2012,auntno,,,
soep-is,bioage,2013,disord,soep-is,MA12_IS,2012,astor,,,
soep-is,bioage,2013,circum,soep-is,MA12_IS,2012,akop,,,
soep-is,bioage,2013,height,soep-is,MA12_IS,2012,agro,,,
soep-is,bioage,2013,weightb,soep-is,MA12_IS,2012,agew,,,
soep-is,bioage,2013,birthm,soep-is,MA12_IS,2012,agebm,,,
soep-is,bioage,2013,birthy,soep-is,MA12_IS,2012,agebj,,,
soep-is,bioage,2013,care2,soep-is,MA12_IS,2012,abet5,,,
soep-is,bioage,2013,care6,soep-is,MA12_IS,2012,abet4,,,
soep-is,bioage,2013,care3,soep-is,MA12_IS,2012,abet3,,,
soep-is,bioage,2013,care5,soep-is,MA12_IS,2012,abet2,,,
soep-is,bioage,2013,care4,soep-is,MA12_IS,2012,abet1,,,
soep-is,bioage,2013,char4,soep-is,MB12_IS,2012,bvergl4,,,
soep-is,bioage,2013,char3,soep-is,MB12_IS,2012,bvergl3,,,
soep-is,bioage,2013,char2,soep-is,MB12_IS,2012,bvergl2,,,
soep-is,bioage,2013,char1a,soep-is,MB12_IS,2012,bvergl1,,,
soep-is,bioage,2013,ill9,soep-is,MB12_IS,2012,bstor12,,,
soep-is,bioage,2013,ill8,soep-is,MB12_IS,2012,bstor11,,,
soep-is,bioage,2013,ill7,soep-is,MB12_IS,2012,bstor10,,,
soep-is,bioage,2013,ill6,soep-is,MB12_IS,2012,bstor09,,,
soep-is,bioage,2013,ill5,soep-is,MB12_IS,2012,bstor08,,,
soep-is,bioage,2013,ill4,soep-is,MB12_IS,2012,bstor07,,,
soep-is,bioage,2013,ill3,soep-is,MB12_IS,2012,bstor06,,,
soep-is,bioage,2013,ill2,soep-is,MB12_IS,2012,bstor05,,,
soep-is,bioage,2013,ill14,soep-is,MB12_IS,2012,bstor04,,,
soep-is,bioage,2013,ill13,soep-is,MB12_IS,2012,bstor03,,,
soep-is,bioage,2013,ill12,soep-is,MB12_IS,2012,bstor02,,,
soep-is,bioage,2013,ill11,soep-is,MB12_IS,2012,bstor01,,,
soep-is,bioage,2013,weight,soep-is,MB12_IS,2012,bgew,,,
soep-is,bioage,2013,char10,soep-is,MC12_IS,2012,cverg10,,,
soep-is,bioage,2013,char9,soep-is,MC12_IS,2012,cverg06,,,
soep-is,bioage,2013,char8,soep-is,MC12_IS,2012,cverg05,,,
soep-is,bioage,2013,char7,soep-is,MC12_IS,2012,cverg04,,,
soep-is,bioage,2013,char6,soep-is,MC12_IS,2012,cverg03,,,
soep-is,bioage,2013,char5,soep-is,MC12_IS,2012,cverg02,,,
soep-is,bioage,2013,char1b,soep-is,MC12_IS,2012,cverg01,,,
soep-is,bioage,2013,ill10,soep-is,MC12_IS,2012,cstor1,,,
soep-is,bioage,2013,ill0,soep-is,MC12_IS,2012,cstor,,,
soep-is,bioage,2013,schoolallday,soep-is,MC12_IS,2012,cein9,,,
soep-is,bioage,2013,school,soep-is,MC12_IS,2012,cein3,,,
soep-is,bioage,2013,schooltype,soep-is,MC12_IS,2012,cein3,,,
soep-is,bioage,2013,activ1,,,,,,,
soep-is,bioage,2013,activ10,,,,,,,
soep-is,bioage,2013,activ11,,,,,,,
soep-is,bioage,2013,activ12,,,,,,,
soep-is,bioage,2013,activ13,,,,,,,
soep-is,bioage,2013,activ2,,,,,,,
soep-is,bioage,2013,activ3,,,,,,,
soep-is,bioage,2013,activ4,,,,,,,
soep-is,bioage,2013,activ5,,,,,,,
soep-is,bioage,2013,activ6,,,,,,,
soep-is,bioage,2013,activ7,,,,,,,
soep-is,bioage,2013,activ8,,,,,,,
soep-is,bioage,2013,activ9,,,,,,,
soep-is,bioage,2013,age,,,,,,,
soep-is,bioage,2013,behav1,,,,,,,
soep-is,bioage,2013,behav10,,,,,,,
soep-is,bioage,2013,behav11,,,,,,,
soep-is,bioage,2013,behav12,,,,,,,
soep-is,bioage,2013,behav13,,,,,,,
soep-is,bioage,2013,behav14,,,,,,,
soep-is,bioage,2013,behav15,,,,,,,
soep-is,bioage,2013,behav16,,,,,,,
soep-is,bioage,2013,behav17,,,,,,,
soep-is,bioage,2013,behav2,,,,,,,
soep-is,bioage,2013,behav3,,,,,,,
soep-is,bioage,2013,behav4,,,,,,,
soep-is,bioage,2013,behav5,,,,,,,
soep-is,bioage,2013,behav6,,,,,,,
soep-is,bioage,2013,behav7,,,,,,,
soep-is,bioage,2013,behav8,,,,,,,
soep-is,bioage,2013,behav9,,,,,,,
soep-is,bioage,2013,bepar1,,,,,,,
soep-is,bioage,2013,bepar10,,,,,,,
soep-is,bioage,2013,bepar2,,,,,,,
soep-is,bioage,2013,bepar3,,,,,,,
soep-is,bioage,2013,bepar4,,,,,,,
soep-is,bioage,2013,bepar5,,,,,,,
soep-is,bioage,2013,bepar6,,,,,,,
soep-is,bioage,2013,bepar7,,,,,,,
soep-is,bioage,2013,bepar8,,,,,,,
soep-is,bioage,2013,bepar9,,,,,,,
soep-is,bioage,2013,bioage,,,,,,,
soep-is,bioage,2013,biochild,,,,,,,
soep-is,bioage,2013,breastf,,,,,,,
soep-is,bioage,2013,breastfm,,,,,,,
soep-is,bioage,2013,care1h,soep-is,MA12_IS,2012,aeins,,,
soep-is,bioage,2013,care1h,soep-is,MB12_IS,2012,bein1s,,,
soep-is,bioage,2013,care1h,soep-is,MC12_IS,2012,cein1s,,,
soep-is,bioage,2013,change1,,,,,,,
soep-is,bioage,2013,change2,,,,,,,
soep-is,bioage,2013,change3,,,,,,,
soep-is,bioage,2013,change4,,,,,,,
soep-is,bioage,2013,change5,,,,,,,
soep-is,bioage,2013,change6,,,,,,,
soep-is,bioage,2013,change7,,,,,,,
soep-is,bioage,2013,change8,,,,,,,
soep-is,bioage,2013,cid,,,,,,,
soep-is,bioage,2013,delivcs,,,,,,,
soep-is,bioage,2013,delivpl,,,,,,,
soep-is,bioage,2013,disordno,soep-is,notdirectlydelivered12a,2012,astor10,,,
soep-is,bioage,2013,disordno,soep-is,MB12_IS,2012,bstorka,,,
soep-is,bioage,2013,disordno,soep-is,MB12_IS_W4,2012,bstorka,,,
soep-is,bioage,2013,donegra1,,,,,,,
soep-is,bioage,2013,donegra2,,,,,,,
soep-is,bioage,2013,donegra3,,,,,,,
soep-is,bioage,2013,edbeh1,,,,,,,
soep-is,bioage,2013,edbeh10,,,,,,,
soep-is,bioage,2013,edbeh11,,,,,,,
soep-is,bioage,2013,edbeh12,,,,,,,
soep-is,bioage,2013,edbeh13,,,,,,,
